cell_id,model,seed,target,method,policy,alpha,selected_fraction,corrected_calibration_risk,fallback_full,n_calibration,n_test,risk,mean_atom_fraction,precision,iou,tie_inflation,equal_size_random_risk,reference_first_schedule_risk,fixed_20_risk,fixed_20_mean_atom_fraction,fixed_20_precision,fixed_20_iou,fixed_50_risk,fixed_50_mean_atom_fraction,fixed_50_precision,fixed_50_iou
liver__gcn__seed2026,gcn,2026,observed_class,atom_occlusion,index_tiebreak_v1,0.1,0.92,0.0984010270774976,False,33,31,0.0365315687896333,0.947253538173172,0.2751277587047503,0.2723443365552541,0.0,0.0527464618268278,0.0,0.657755327110166,0.2205405425670831,0.4070660522273425,0.2261963842609003,0.380479735318445,0.5168316543735149,0.3346391143117898,0.2769845347956304
liver__gcn__seed2026,gcn,2026,observed_class,atom_occlusion,index_tiebreak_v1,0.2,0.8300000000000001,0.1900901914310219,False,33,31,0.136732443184056,0.8555840841239667,0.2849142843528295,0.2778939434180121,0.0,0.1444159158760332,0.0,0.657755327110166,0.2205405425670831,0.4070660522273425,0.2261963842609003,0.380479735318445,0.5168316543735149,0.3346391143117898,0.2769845347956304
liver__gcn__seed2026,gcn,2026,observed_class,atom_occlusion,include_all_exact_ties_v2,0.05,0.96,0.0443977591036414,False,33,31,0.003584229390681,0.9902002606390994,0.2716387796227103,0.2712711663518712,0.0,0.0097997393609005,0.0,0.6362499507660799,0.2274730210283133,0.4083717357910906,0.2398164559454882,0.380479735318445,0.5180263975037419,0.3338710651566439,0.2765129256652776
liver__gcn__seed2026,gcn,2026,observed_class,atom_occlusion,include_all_exact_ties_v2,0.1,0.92,0.0925186741363212,False,33,31,0.0365315687896333,0.947253538173172,0.2751277587047503,0.2723443365552541,0.0,0.0527464618268278,0.0,0.6362499507660799,0.2274730210283133,0.4083717357910906,0.2398164559454882,0.380479735318445,0.5180263975037419,0.3338710651566439,0.2765129256652776
liver__gcn__seed2026,gcn,2026,observed_class,atom_occlusion,include_all_exact_ties_v2,0.2,0.8300000000000001,0.1900901914310219,False,33,31,0.136732443184056,0.8591683135146477,0.2844662556789943,0.277445914744177,0.003584229390681,0.1408316864853522,0.0,0.6362499507660799,0.2274730210283133,0.4083717357910906,0.2398164559454882,0.380479735318445,0.5180263975037419,0.3338710651566439,0.2765129256652776
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,gradinput,index_tiebreak_v1,0.05,0.94,0.0486461251167133,False,33,31,0.0411398637205088,0.9649302124271364,0.2708616490956677,0.2680429205498408,0.0,0.0350697875728633,0.0,0.4905470873212808,0.2205405425670831,0.4945084485407066,0.3099084607149123,0.2946847059750285,0.5168316543735149,0.3369702825110794,0.2747342931378684
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,gradinput,index_tiebreak_v1,0.1,0.85,0.0983776844070961,False,33,31,0.064634290440742,0.8722136505886832,0.2902365877387876,0.2840735989557088,0.0,0.1277863494113169,0.0,0.4905470873212808,0.2205405425670831,0.4945084485407066,0.3099084607149123,0.2946847059750285,0.5168316543735149,0.3369702825110794,0.2747342931378684
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,gradinput,index_tiebreak_v1,0.2,0.76,0.1985358547642284,False,33,31,0.1017763598408759,0.7857329420128532,0.3035063723975205,0.2908864648130667,0.0,0.2142670579871469,0.0,0.4905470873212808,0.2205405425670831,0.4945084485407066,0.3099084607149123,0.2946847059750285,0.5168316543735149,0.3369702825110794,0.2747342931378684
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,gradinput,include_all_exact_ties_v2,0.05,0.94,0.0486461251167133,False,33,31,0.0411398637205088,0.9665431156529428,0.2696731940871787,0.2668544655413519,0.0016129032258064,0.0334568843470569,0.0,0.466737563511757,0.2262756731042813,0.5047235023041475,0.3241557725428693,0.2839320178029855,0.5301145487618774,0.3372390997153806,0.2783836903356528
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,gradinput,include_all_exact_ties_v2,0.1,0.85,0.0983776844070961,False,33,31,0.064634290440742,0.8864397918309532,0.2866693051816918,0.2805063163986129,0.0142261412422702,0.1135602081690466,0.0,0.466737563511757,0.2262756731042813,0.5047235023041475,0.3241557725428693,0.2839320178029855,0.5301145487618774,0.3372390997153806,0.2783836903356528
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,gradinput,include_all_exact_ties_v2,0.2,0.76,0.1985358547642284,False,33,31,0.1017763598408759,0.7917437614879083,0.3008249376278004,0.2882750976855706,0.006010819475055,0.2082562385120918,0.0,0.466737563511757,0.2262756731042813,0.5047235023041475,0.3241557725428693,0.2839320178029855,0.5301145487618774,0.3372390997153806,0.2783836903356528
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,ig,index_tiebreak_v1,0.05,0.91,0.0372899159663865,False,33,31,0.0489975973846941,0.939553010556796,0.2740154712337672,0.270446527498735,0.0,0.0604469894432039,0.0,0.4758064516129032,0.2205405425670831,0.5173963133640553,0.3255697707310611,0.2518807357517035,0.5168316543735149,0.344689176520296,0.2862493830447989
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,ig,index_tiebreak_v1,0.1,0.84,0.0946428571428571,False,33,31,0.0786167237780141,0.8620010109363151,0.2862444174379311,0.2782637271011694,0.0,0.137998989063685,0.0,0.4758064516129032,0.2205405425670831,0.5173963133640553,0.3255697707310611,0.2518807357517035,0.5168316543735149,0.344689176520296,0.2862493830447989
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,ig,index_tiebreak_v1,0.2,0.7000000000000001,0.1996608447300488,False,33,31,0.1381799204379849,0.7288413779764068,0.3054599536475598,0.2834279006909805,0.0,0.2711586220235931,0.0,0.4758064516129032,0.2205405425670831,0.5173963133640553,0.3255697707310611,0.2518807357517035,0.5168316543735149,0.344689176520296,0.2862493830447989
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,ig,include_all_exact_ties_v2,0.05,0.91,0.0372899159663865,False,33,31,0.0489975973846941,0.9451135790205902,0.2722039833441808,0.2686350396091487,0.0055605684637942,0.0548864209794096,0.0,0.4677419354838709,0.2216528896193634,0.5197004608294932,0.3301780656619366,0.2357517034936389,0.5218013842009298,0.3468255658807941,0.2888338010791321
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,ig,include_all_exact_ties_v2,0.1,0.84,0.0946428571428571,False,33,31,0.0678640356059711,0.8754435554696914,0.2882298522456969,0.281785260219227,0.0134425445333764,0.1245564445303085,0.0,0.4677419354838709,0.2216528896193634,0.5197004608294932,0.3301780656619366,0.2357517034936389,0.5218013842009298,0.3468255658807941,0.2888338010791321
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,ig,include_all_exact_ties_v2,0.2,0.7000000000000001,0.1996608447300488,False,33,31,0.1166745440938989,0.7459589928020013,0.3106193179025996,0.2907765725258203,0.0171176148255944,0.2540410071979986,0.0,0.4677419354838709,0.2216528896193634,0.5197004608294932,0.3301780656619366,0.2357517034936389,0.5218013842009298,0.3468255658807941,0.2888338010791321
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,saliency,index_tiebreak_v1,0.05,0.93,0.0407295271049596,False,33,31,0.0337941628264208,0.9554825612409048,0.2749625089080322,0.2728321830934959,0.0,0.044517438759095,0.0,0.5210228839261097,0.2205405425670831,0.5083333333333333,0.332630004404198,0.3085095907676553,0.5168316543735149,0.338791318843501,0.2925247428093728
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,saliency,index_tiebreak_v1,0.1,0.86,0.0919157255662446,False,33,31,0.09715821812596,0.8865078987538989,0.2830750120746617,0.2788381506970833,0.0,0.113492101246101,0.0,0.5210228839261097,0.2205405425670831,0.5083333333333333,0.332630004404198,0.3085095907676553,0.5168316543735149,0.338791318843501,0.2925247428093728
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,saliency,index_tiebreak_v1,0.2,0.58,0.1969171831628579,False,33,31,0.2564201031942967,0.605341005431712,0.3227073929150903,0.2872495747697659,0.0,0.394658994568288,0.0046082949308755,0.5210228839261097,0.2205405425670831,0.5083333333333333,0.332630004404198,0.3085095907676553,0.5168316543735149,0.338791318843501,0.2925247428093728
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.05,0.93,0.0382785467128027,False,33,31,0.0153609831029185,0.9687774506177927,0.2754258727539987,0.274552722135517,0.0132948893768879,0.031222549382207,0.0,0.5156465398400881,0.2246348353710533,0.5029569892473118,0.332630004404198,0.3062054433022175,0.5201423504685913,0.3399643393713602,0.2935511357712496
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.1,0.86,0.0919157255662446,False,33,31,0.09715821812596,0.8952827712955298,0.2815411104094992,0.2773515135953144,0.0087748725416309,0.1047172287044701,0.0,0.5156465398400881,0.2246348353710533,0.5029569892473118,0.332630004404198,0.3062054433022175,0.5201423504685913,0.3399643393713602,0.2935511357712496
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.2,0.54,0.1925558006007832,False,33,31,0.2769211075662688,0.565604776878366,0.3254550615169311,0.2866954149249665,0.0018975332068311,0.4343952231216341,0.0118752215526409,0.5156465398400881,0.2246348353710533,0.5029569892473118,0.332630004404198,0.3062054433022175,0.5201423504685913,0.3399643393713602,0.2935511357712496
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,atom_occlusion,index_tiebreak_v1,0.05,0.95,0.0443977591036414,False,33,31,0.0089605734767025,0.9738696534249016,0.2760267104094747,0.2750288376835442,0.0,0.0261303465750981,0.0,0.4694552759068888,0.2205405425670831,0.5001920122887865,0.3264519530648563,0.2390306825790696,0.5168316543735149,0.357957225675442,0.3014497096165927
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,atom_occlusion,index_tiebreak_v1,0.1,0.9,0.0979925303454715,False,33,31,0.0357635196344873,0.9252950000969126,0.2842112151775731,0.2814875075310042,0.0,0.0747049999030874,0.0,0.4694552759068888,0.2205405425670831,0.5001920122887865,0.3264519530648563,0.2390306825790696,0.5168316543735149,0.357957225675442,0.3014497096165927
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,atom_occlusion,index_tiebreak_v1,0.2,0.74,0.1989004123519693,False,33,31,0.1211351372641695,0.7662330372259807,0.3080718458505577,0.2943177447375232,0.0,0.2337669627740193,0.0,0.4694552759068888,0.2205405425670831,0.5001920122887865,0.3264519530648563,0.2390306825790696,0.5168316543735149,0.357957225675442,0.3014497096165927
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.05,0.95,0.0443977591036414,False,33,31,0.0089605734767025,0.9738696534249016,0.2760267104094747,0.2750288376835442,0.0,0.0261303465750981,0.0,0.4694552759068888,0.2225566715993412,0.4969662058371735,0.3232261466132434,0.2390306825790696,0.5168316543735149,0.357957225675442,0.3014497096165927
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.1,0.9,0.0979925303454715,False,33,31,0.0357635196344873,0.9268310984072043,0.2841263255341096,0.2814026178875407,0.0015360983102918,0.0731689015927955,0.0,0.4694552759068888,0.2225566715993412,0.4969662058371735,0.3232261466132434,0.2390306825790696,0.5168316543735149,0.357957225675442,0.3014497096165927
liver__gcn__seed2026,gcn,2026,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.2,0.74,0.1989004123519693,False,33,31,0.1211351372641695,0.7662330372259807,0.3080718458505577,0.2943177447375232,0.0,0.2337669627740193,0.0,0.4694552759068888,0.2225566715993412,0.4969662058371735,0.3232261466132434,0.2390306825790696,0.5168316543735149,0.357957225675442,0.3014497096165927
liver__gcn__seed42,gcn,42,observed_class,gradinput,index_tiebreak_v1,0.05,0.95,0.0474476743940411,False,33,31,0.0191224546063255,0.9738696534249016,0.271847527962041,0.2690817256243777,0.0,0.0261303465750981,0.0,0.6067686793493247,0.2205405425670831,0.4065668202764976,0.2451479076479076,0.3234963960770413,0.5168316543735149,0.3386988222614408,0.2768656224763285
liver__gcn__seed42,gcn,42,observed_class,gradinput,index_tiebreak_v1,0.1,0.87,0.0992712545048185,False,33,31,0.1197467407144826,0.8991889482584722,0.2631522931090432,0.2520835513523518,0.0,0.1008110517415278,0.0,0.6067686793493247,0.2205405425670831,0.4065668202764976,0.2451479076479076,0.3234963960770413,0.5168316543735149,0.3386988222614408,0.2768656224763285
liver__gcn__seed42,gcn,42,observed_class,gradinput,index_tiebreak_v1,0.2,0.73,0.1997250106679172,False,33,31,0.2036019536019536,0.7558931568853621,0.2790791026475922,0.2551703250724179,0.0,0.2441068431146379,0.0,0.6067686793493247,0.2205405425670831,0.4065668202764976,0.2451479076479076,0.3234963960770413,0.5168316543735149,0.3386988222614408,0.2768656224763285
liver__gcn__seed42,gcn,42,observed_class,gradinput,include_all_exact_ties_v2,0.05,0.95,0.0474476743940411,False,33,31,0.0191224546063255,0.9738696534249016,0.271847527962041,0.2690817256243777,0.0,0.0261303465750981,0.0,0.5533892630666826,0.2387256301216455,0.4234639016897081,0.2748138062654192,0.3211922486116035,0.5270909983857194,0.3375621453183123,0.2773712548367996
liver__gcn__seed42,gcn,42,observed_class,gradinput,include_all_exact_ties_v2,0.1,0.87,0.0992712545048185,False,33,31,0.1197467407144826,0.9008018514842786,0.2619261093701261,0.2509799859873264,0.0016129032258064,0.0991981485157214,0.0,0.5533892630666826,0.2387256301216455,0.4234639016897081,0.2748138062654192,0.3211922486116035,0.5270909983857194,0.3375621453183123,0.2773712548367996
liver__gcn__seed42,gcn,42,observed_class,gradinput,include_all_exact_ties_v2,0.2,0.7000000000000001,0.1950825654545377,False,33,31,0.2110461223364449,0.7402447744604485,0.2805627475047229,0.2532275978198778,0.0114033964840416,0.2597552255395515,0.0,0.5533892630666826,0.2387256301216455,0.4234639016897081,0.2748138062654192,0.3211922486116035,0.5270909983857194,0.3375621453183123,0.2773712548367996
liver__gcn__seed42,gcn,42,observed_class,ig,index_tiebreak_v1,0.05,0.96,0.0418211402207941,False,33,31,0.0024813895781637,0.9902002606390994,0.2716387796227103,0.2710873597164517,0.0,0.0097997393609005,0.0,0.6081472291149711,0.2205405425670831,0.4003456221198156,0.238050161413539,0.3168892039859782,0.5168316543735149,0.3330524972602772,0.2715680526626297
liver__gcn__seed42,gcn,42,observed_class,ig,index_tiebreak_v1,0.1,0.9,0.0980564850374539,False,33,31,0.0637086927409508,0.9252950000969126,0.2709835467886143,0.2626295452031331,0.0,0.0747049999030874,0.0,0.6081472291149711,0.2205405425670831,0.4003456221198156,0.238050161413539,0.3168892039859782,0.5168316543735149,0.3330524972602772,0.2715680526626297
liver__gcn__seed42,gcn,42,observed_class,ig,index_tiebreak_v1,0.2,0.77,0.1990578433485008,False,33,31,0.2049017290952774,0.7969036435440862,0.2658981649234451,0.2422684134747517,0.0,0.2030963564559141,0.0,0.6081472291149711,0.2205405425670831,0.4003456221198156,0.238050161413539,0.3168892039859782,0.5168316543735149,0.3330524972602772,0.2715680526626297
liver__gcn__seed42,gcn,42,observed_class,ig,include_all_exact_ties_v2,0.05,0.96,0.0418211402207941,False,33,31,0.0024813895781637,0.9902002606390994,0.2716387796227103,0.2710873597164517,0.0,0.0097997393609005,0.0,0.565520501004372,0.2372593544618215,0.413095238095238,0.2638758142553209,0.3145850565205404,0.5315458912501905,0.3308798491198871,0.2716512579877705
liver__gcn__seed42,gcn,42,observed_class,ig,include_all_exact_ties_v2,0.1,0.9,0.0980564850374539,False,33,31,0.0637086927409508,0.9269927929661824,0.2707949031364732,0.262440901550992,0.0016977928692699,0.0730072070338175,0.0,0.565520501004372,0.2372593544618215,0.413095238095238,0.2638758142553209,0.3145850565205404,0.5315458912501905,0.3308798491198871,0.2716512579877705
liver__gcn__seed42,gcn,42,observed_class,ig,include_all_exact_ties_v2,0.2,0.77,0.1990578433485008,False,33,31,0.2049017290952774,0.7969036435440862,0.2658981649234451,0.2422684134747517,0.0,0.2030963564559141,0.0,0.565520501004372,0.2372593544618215,0.413095238095238,0.2638758142553209,0.3145850565205404,0.5315458912501905,0.3308798491198871,0.2716512579877705
liver__gcn__seed42,gcn,42,observed_class,saliency,index_tiebreak_v1,0.05,0.95,0.0456026528258362,False,33,31,0.0161290322580645,0.9738696534249016,0.2767483826252046,0.2764803192091991,0.0,0.0261303465750981,0.0,0.641852770885029,0.2205405425670831,0.3392089093701997,0.2335254483024881,0.3507326007326007,0.5168316543735149,0.3231539412516642,0.2658897960068938
liver__gcn__seed42,gcn,42,observed_class,saliency,index_tiebreak_v1,0.1,0.9,0.0981174822870324,False,33,31,0.0604691007916814,0.9252950000969126,0.2804735311173083,0.2774090761062459,0.0,0.0747049999030874,0.0,0.641852770885029,0.2205405425670831,0.3392089093701997,0.2335254483024881,0.3507326007326007,0.5168316543735149,0.3231539412516642,0.2658897960068938
liver__gcn__seed42,gcn,42,observed_class,saliency,index_tiebreak_v1,0.2,0.8200000000000001,0.1974675843187954,False,33,31,0.1513450706999093,0.8475253572682816,0.2845824708893733,0.2749988833426895,0.0,0.1524746427317183,0.0,0.641852770885029,0.2205405425670831,0.3392089093701997,0.2335254483024881,0.3507326007326007,0.5168316543735149,0.3231539412516642,0.2658897960068938
liver__gcn__seed42,gcn,42,observed_class,saliency,include_all_exact_ties_v2,0.05,0.95,0.0456026528258362,False,33,31,0.0080645161290322,0.9751103482139836,0.2778401940395967,0.277721013998281,0.0012406947890818,0.0248896517860163,0.0,0.6311000827129859,0.2265323685778845,0.3370583717357911,0.2375577063670043,0.3353716176296821,0.5238199909551193,0.3262986565405919,0.2728928288163782
liver__gcn__seed42,gcn,42,observed_class,saliency,include_all_exact_ties_v2,0.1,0.9,0.0760586587576206,False,33,31,0.0420359210681791,0.9343084611689474,0.2823997175511348,0.2807150561100188,0.0090134610720349,0.0656915388310525,0.0,0.6311000827129859,0.2265323685778845,0.3370583717357911,0.2375577063670043,0.3353716176296821,0.5238199909551193,0.3262986565405919,0.2728928288163782
liver__gcn__seed42,gcn,42,observed_class,saliency,include_all_exact_ties_v2,0.2,0.8200000000000001,0.1827617019658542,False,33,31,0.1513450706999093,0.860811260197648,0.2811936224241241,0.2716100348774403,0.0132859029293664,0.1391887398023519,0.0,0.6311000827129859,0.2265323685778845,0.3370583717357911,0.2375577063670043,0.3353716176296821,0.5238199909551193,0.3262986565405919,0.2728928288163782
liver__gcn__seed42,gcn,42,observed_class,atom_occlusion,index_tiebreak_v1,0.05,0.96,0.0418211402207941,False,33,31,0.0024813895781637,0.9902002606390994,0.2716387796227103,0.2710873597164517,0.0,0.0097997393609005,0.0,0.5883650399779433,0.2205405425670831,0.410099846390169,0.2517787320206675,0.3482315175863563,0.5168316543735149,0.3230897633886249,0.2583562597394616
liver__gcn__seed42,gcn,42,observed_class,atom_occlusion,index_tiebreak_v1,0.1,0.89,0.0997865888436822,False,33,31,0.0630194178581275,0.9199599374467046,0.2731574084880926,0.2655342651211053,0.0,0.0800400625532955,0.0,0.5883650399779433,0.2205405425670831,0.410099846390169,0.2517787320206675,0.3482315175863563,0.5168316543735149,0.3230897633886249,0.2583562597394616
liver__gcn__seed42,gcn,42,observed_class,atom_occlusion,index_tiebreak_v1,0.2,0.78,0.1954154361593808,False,33,31,0.2155067155067155,0.8107047035470188,0.2626562571369452,0.2411330365805502,0.0,0.189295296452981,0.0,0.5883650399779433,0.2205405425670831,0.410099846390169,0.2517787320206675,0.3482315175863563,0.5168316543735149,0.3230897633886249,0.2583562597394616
liver__gcn__seed42,gcn,42,observed_class,atom_occlusion,include_all_exact_ties_v2,0.05,0.96,0.0418211402207941,False,33,31,0.0024813895781637,0.9902002606390994,0.2716387796227103,0.2710873597164517,0.0,0.0097997393609005,0.0,0.5883650399779433,0.2266849358082505,0.4090245775729646,0.2507034632034632,0.3374788294143133,0.5255342421083606,0.3258861605398607,0.262516525996502
liver__gcn__seed42,gcn,42,observed_class,atom_occlusion,include_all_exact_ties_v2,0.1,0.89,0.0997865888436822,False,33,31,0.0630194178581275,0.9199599374467046,0.2731574084880926,0.2655342651211053,0.0,0.0800400625532955,0.0,0.5883650399779433,0.2266849358082505,0.4090245775729646,0.2507034632034632,0.3374788294143133,0.5255342421083606,0.3258861605398607,0.262516525996502
liver__gcn__seed42,gcn,42,observed_class,atom_occlusion,include_all_exact_ties_v2,0.2,0.78,0.1954154361593808,False,33,31,0.2108984205758399,0.8126038796397436,0.2635480135904369,0.2421262035915148,0.0018991760927244,0.1873961203602565,0.0,0.5883650399779433,0.2266849358082505,0.4090245775729646,0.2507034632034632,0.3374788294143133,0.5255342421083606,0.3258861605398607,0.262516525996502
liver__gcn__seed42,gcn,42,hepatotoxic_class,gradinput,index_tiebreak_v1,0.05,0.94,0.047636211347284,False,33,31,0.0191224546063255,0.9649302124271364,0.273800271950139,0.2710344696124758,0.0,0.0350697875728633,0.0,0.5338040096104611,0.2205405425670831,0.4345238095238095,0.2774217849407602,0.2574441687344913,0.5168316543735149,0.3337429358539415,0.2742316077455397
liver__gcn__seed42,gcn,42,hepatotoxic_class,gradinput,index_tiebreak_v1,0.1,0.84,0.0977244593161548,False,33,31,0.094164795777699,0.8620010109363151,0.2693474379218672,0.2529787022936543,0.0,0.137998989063685,0.0,0.5338040096104611,0.2205405425670831,0.4345238095238095,0.2774217849407602,0.2574441687344913,0.5168316543735149,0.3337429358539415,0.2742316077455397
liver__gcn__seed42,gcn,42,hepatotoxic_class,gradinput,index_tiebreak_v1,0.2,0.65,0.1961350452699933,False,33,31,0.1556678088936153,0.6729238683347647,0.3056269426552732,0.270644589796323,0.0,0.3270761316652355,0.0023041474654377,0.5338040096104611,0.2205405425670831,0.4345238095238095,0.2774217849407602,0.2574441687344913,0.5168316543735149,0.3337429358539415,0.2742316077455397
liver__gcn__seed42,gcn,42,hepatotoxic_class,gradinput,include_all_exact_ties_v2,0.05,0.94,0.047636211347284,False,33,31,0.0168183071408877,0.967464774639118,0.2742233583015186,0.2725611213288808,0.0025345622119815,0.0325352253608818,0.0,0.5015459450943323,0.2321592233376056,0.4337173579109062,0.2920880326715241,0.2574441687344913,0.526986072677339,0.3269329000116476,0.2676007833727797
liver__gcn__seed42,gcn,42,hepatotoxic_class,gradinput,include_all_exact_ties_v2,0.1,0.84,0.0977244593161548,False,33,31,0.094164795777699,0.8640171399685732,0.2690402182598089,0.2526714826315959,0.002016129032258,0.1359828600314269,0.0,0.5015459450943323,0.2321592233376056,0.4337173579109062,0.2920880326715241,0.2574441687344913,0.526986072677339,0.3269329000116476,0.2676007833727797
liver__gcn__seed42,gcn,42,hepatotoxic_class,gradinput,include_all_exact_ties_v2,0.2,0.65,0.1936840648778365,False,33,31,0.1556678088936153,0.6867399143938947,0.3016057751790973,0.2670702519477916,0.01381604605913,0.3132600856061054,0.0023041474654377,0.5015459450943323,0.2321592233376056,0.4337173579109062,0.2920880326715241,0.2574441687344913,0.526986072677339,0.3269329000116476,0.2676007833727797
liver__gcn__seed42,gcn,42,hepatotoxic_class,ig,index_tiebreak_v1,0.05,0.96,0.0435512440270225,False,33,31,0.0060656189688447,0.9902002606390994,0.2703980848336284,0.2694790516565307,0.0,0.0097997393609005,0.0,0.5190535271180432,0.2205405425670831,0.4245391705069124,0.271488913258363,0.2646618614360549,0.5168316543735149,0.3277381879137097,0.2670287370452156
liver__gcn__seed42,gcn,42,hepatotoxic_class,ig,index_tiebreak_v1,0.1,0.91,0.0898551275713905,False,33,31,0.0265666233408168,0.939553010556796,0.2757993677228917,0.2711406602145267,0.0,0.0604469894432039,0.0,0.5190535271180432,0.2205405425670831,0.4245391705069124,0.271488913258363,0.2646618614360549,0.5168316543735149,0.3277381879137097,0.2670287370452156
liver__gcn__seed42,gcn,42,hepatotoxic_class,ig,index_tiebreak_v1,0.2,0.7000000000000001,0.1999442838975711,False,33,31,0.1653176572531411,0.7288413779764068,0.2794032213389549,0.2483475167763094,0.0,0.2711586220235931,0.0,0.5190535271180432,0.2205405425670831,0.4245391705069124,0.271488913258363,0.2646618614360549,0.5168316543735149,0.3277381879137097,0.2670287370452156
liver__gcn__seed42,gcn,42,hepatotoxic_class,ig,include_all_exact_ties_v2,0.05,0.96,0.0435512440270225,False,33,31,0.0060656189688447,0.9902002606390994,0.2703980848336284,0.2694790516565307,0.0,0.0097997393609005,0.0,0.4894836346449249,0.227727460210063,0.430837173579109,0.2916502035809436,0.2646618614360549,0.5272320349776306,0.3202706554461773,0.2603874392748856
liver__gcn__seed42,gcn,42,hepatotoxic_class,ig,include_all_exact_ties_v2,0.1,0.91,0.0898551275713905,False,33,31,0.024262475875379,0.9411659137826024,0.2763087055836727,0.2727535634403331,0.0016129032258064,0.0588340862173975,0.0,0.4894836346449249,0.227727460210063,0.430837173579109,0.2916502035809436,0.2646618614360549,0.5272320349776306,0.3202706554461773,0.2603874392748856
liver__gcn__seed42,gcn,42,hepatotoxic_class,ig,include_all_exact_ties_v2,0.2,0.7000000000000001,0.1999442838975711,False,33,31,0.1653176572531411,0.733902979712332,0.2783266492709217,0.2472709447082762,0.0050616017359251,0.2660970202876679,0.0,0.4894836346449249,0.227727460210063,0.430837173579109,0.2916502035809436,0.2646618614360549,0.5272320349776306,0.3202706554461773,0.2603874392748856
liver__gcn__seed42,gcn,42,hepatotoxic_class,saliency,index_tiebreak_v1,0.05,0.95,0.0475490196078431,False,33,31,0.0080645161290322,0.9738696534249016,0.2779004563579235,0.2777515729832338,0.0,0.0261303465750981,0.0,0.6226515420063807,0.2205405425670831,0.3744623655913979,0.2407544200475889,0.3246189294576391,0.5168316543735149,0.346256408044833,0.292133496656367
liver__gcn__seed42,gcn,42,hepatotoxic_class,saliency,index_tiebreak_v1,0.1,0.91,0.0956232492997199,False,33,31,0.0449308755760368,0.939553010556796,0.2793774179709261,0.2783230865261023,0.0,0.0604469894432039,0.0,0.6226515420063807,0.2205405425670831,0.3744623655913979,0.2407544200475889,0.3246189294576391,0.5168316543735149,0.346256408044833,0.292133496656367
liver__gcn__seed42,gcn,42,hepatotoxic_class,saliency,index_tiebreak_v1,0.2,0.81,0.1892255620196797,False,33,31,0.1384654771751545,0.836277122229724,0.2944237706505164,0.2863465032758873,0.0,0.1637228777702759,0.0,0.6226515420063807,0.2205405425670831,0.3744623655913979,0.2407544200475889,0.3246189294576391,0.5168316543735149,0.346256408044833,0.292133496656367
liver__gcn__seed42,gcn,42,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.05,0.95,0.0475490196078431,False,33,31,0.0,0.97672325143979,0.2778038127638266,0.2778038127638266,0.0028535980148883,0.0232767485602098,0.0,0.5957698215762731,0.2391445441781755,0.3755376344086021,0.2565250293665853,0.3246189294576391,0.5202272401120548,0.3451811392276287,0.2910582278391626
liver__gcn__seed42,gcn,42,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.1,0.9,0.0980742296918767,False,33,31,0.0312832328961361,0.9319970638115992,0.2854969645787723,0.2841195227997147,0.0067020637146864,0.068002936188401,0.0,0.5957698215762731,0.2391445441781755,0.3755376344086021,0.2565250293665853,0.3246189294576391,0.5202272401120548,0.3451811392276287,0.2910582278391626
liver__gcn__seed42,gcn,42,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.2,0.79,0.1929730112256064,False,33,31,0.1445310961439993,0.8282259174364323,0.2929210855504412,0.2832729077004366,0.0117455865001447,0.1717740825635675,0.0,0.5957698215762731,0.2391445441781755,0.3755376344086021,0.2565250293665853,0.3246189294576391,0.5202272401120548,0.3451811392276287,0.2910582278391626
