method,score_origin,grid,split,q,nominal_fraction,risk,mean_atom_fraction,precision,iou
atom_occlusion,P20_frozen_cache,exact_integer,calibration,76,0.76,0.05941901558200838,0.7767081590804902,0.32674760428333294,0.3125709166397515
atom_occlusion,P20_frozen_cache,exact_integer,calibration,77,0.77,0.055167385179385284,0.7900593979221184,0.3234135340762358,0.3103700502334922
atom_occlusion,P20_frozen_cache,exact_integer,calibration,78,0.78,0.05287340765772264,0.7980593036130904,0.3215895117511871,0.3092245538337924
atom_occlusion,P20_frozen_cache,exact_integer,calibration,79,0.79,0.049439608046054545,0.8088098964645983,0.31911789045956146,0.30758226860973226
atom_occlusion,P20_frozen_cache,exact_integer,calibration,80,0.8,0.04751638821456054,0.8154605944349242,0.31756205189221615,0.30646963021912393
atom_occlusion,P20_frozen_cache,exact_integer,calibration,81,0.81,0.04326662882003174,0.831141988341061,0.3137412880428497,0.3037892221732928
atom_occlusion,P20_frozen_cache,exact_integer,calibration,82,0.82,0.040872697541773605,0.8391708449217581,0.31215367473807687,0.3028352245305733
atom_occlusion,P20_frozen_cache,exact_integer,calibration,83,0.83,0.03779628240532846,0.8482089561043669,0.31033236648450147,0.3016733762354682
atom_occlusion,P20_frozen_cache,exact_integer,calibration,84,0.84,0.03525083929916749,0.8575998741580715,0.30824217513059576,0.300216197877759
atom_occlusion,P20_frozen_cache,exact_integer,calibration,85,0.85,0.032343389417308986,0.8685335790722758,0.3057133426927502,0.29839325828527236
atom_occlusion,P20_frozen_cache,exact_integer,calibration,86,0.86,0.02976952213602728,0.8790184985148021,0.30344844792754855,0.2968673413520806
atom_occlusion,P20_frozen_cache,exact_integer,calibration,87,0.87,0.026692250472062962,0.8902593412301233,0.30106083072649104,0.29512089004809633
atom_occlusion,P20_frozen_cache,exact_integer,calibration,88,0.88,0.02442507648772579,0.8987127293962631,0.2993402627737057,0.29389933336792823
atom_occlusion,P20_frozen_cache,exact_integer,calibration,89,0.89,0.02140056017380992,0.9099442626040116,0.29707412567924735,0.2923465507034116
