cell_id,family,task,model,seed,method,origin,fraction,index,empirical_risk,corrected_risk,n_calibration,alpha,risk,mean_atom_fraction,precision,iou,tie_inflation,median_atom_fraction
google__logic10__gcn__seed42,google,logic10,gcn,42,saliency,fresh_full_partition,0.91,91,0.08538972814018768,0.09012864146588606,192,0.1,0.07413144890823462,0.9352949881155437,0.49120571873420865,0.4745736459186044,0.001675170068027211,0.9393382352941176
google__logic10__gin__seed123,google,logic10,gin,123,atom_occlusion,fresh_full_partition,0.58,58,0.09166316433090328,0.09636957280587265,192,0.1,0.09337897965130106,0.6055825914435212,0.7346445469213327,0.6808228317550797,0.0012413733609385783,0.6
google__logic10__gin__seed123,google,logic10,gin,123,saliency,fresh_full_partition,0.84,84,0.09401979590398707,0.09871399385267102,192,0.1,0.10766510275438845,0.8640596399442944,0.5118763753507782,0.48393597857263115,0.002346106921029281,0.8636363636363636
google__logic10__gin__seed2026,google,logic10,gin,2026,atom_occlusion,fresh_full_partition,0.5700000000000001,57,0.09385960793359689,0.09855463587176475,192,0.1,0.10664019760001901,0.5942593169010575,0.737203644569716,0.6779580217100948,0.0009948979591836735,0.5909090909090909
google__logic10__gin__seed2026,google,logic10,gin,2026,saliency,fresh_full_partition,0.8,80,0.0943441532595944,0.09903667060021822,192,0.1,0.08959292195899339,0.8245491724667896,0.5464197971008425,0.5202455857191522,0.003168549534438281,0.8260869565217391
google__logic10__gin__seed42,google,logic10,gin,42,atom_occlusion,fresh_full_partition,0.6900000000000001,69,0.09027407607370841,0.09498768189716063,192,0.1,0.10108273423005565,0.7149293361002419,0.6197903279901704,0.5796605804172976,0.0012932256235827662,0.7142857142857143
google__logic10__gin__seed42,google,logic10,gin,42,saliency,fresh_full_partition,0.74,74,0.09090420489777107,0.0956145458050364,192,0.1,0.08996208404690546,0.7712037354087272,0.5829642202620835,0.5513908558454667,0.004572859646250845,0.770979020979021
google__logic7__gcn__seed123,google,logic7,gcn,123,atom_occlusion,fresh_full_partition,0.31,31,0.08605699855699855,0.09969793887704337,66,0.1,0.06957953394123606,0.32899563852469804,0.5464285714285715,0.5214070799177183,0.0,0.32
google__logic7__gcn__seed123,google,logic7,gcn,123,saliency,fresh_full_partition,0.96,96,0.045454545454545456,0.05970149253731343,66,0.1,0.020212765957446806,0.9965957446808511,0.1939087986331394,0.19341234473243016,0.001702127659574468,1.0
google__logic7__gcn__seed2026,google,logic7,gcn,2026,atom_occlusion,fresh_full_partition,0.37,37,0.08515512265512265,0.09880952380952382,66,0.1,0.05005065856129686,0.3991596336448525,0.4648260722728808,0.4525114365539898,0.0013297872340425532,0.4
google__logic7__gcn__seed2026,google,logic7,gcn,2026,saliency,fresh_full_partition,0.96,96,0.045454545454545456,0.05970149253731343,66,0.1,0.013120567375886523,0.9957446808510639,0.1949726284203734,0.19454709650547983,0.000851063829787234,1.0
google__logic7__gcn__seed42,google,logic7,gcn,42,atom_occlusion,fresh_full_partition,0.27,27,0.08268398268398269,0.09637526652452026,66,0.1,0.06266464032421479,0.28818596489492326,0.6278115501519757,0.6017170182063799,0.0,0.2857142857142857
google__logic7__gcn__seed42,google,logic7,gcn,42,saliency,fresh_full_partition,0.96,96,0.03838383838383838,0.0527363184079602,66,0.1,0.02801418439716312,0.9948936170212765,0.19252581990973514,0.19171021707285568,0.0,1.0
google__logic7__gin__seed123,google,logic7,gin,123,atom_occlusion,fresh_full_partition,0.67,67,0.08037518037518039,0.09410092395167023,66,0.1,0.09984802431610941,0.6940190641186165,0.24956050936964583,0.24345131928212754,0.000851063829787234,0.6875
google__logic7__gin__seed123,google,logic7,gin,123,saliency,fresh_full_partition,0.93,93,0.08513708513708515,0.09879175550817342,66,0.1,0.06524822695035462,0.9617890014912968,0.1919064052079291,0.18997155075560426,0.007097955236253109,0.9545454545454546
google__logic7__gin__seed2026,google,logic7,gin,2026,atom_occlusion,fresh_full_partition,0.87,87,0.08095238095238096,0.09466950959488274,66,0.1,0.09556737588652481,0.8983233285789827,0.20042099539497604,0.19765829800161902,0.0,0.9047619047619048
google__logic7__gin__seed2026,google,logic7,gin,2026,saliency,fresh_full_partition,0.92,92,0.08349567099567098,0.09717484008528786,66,0.1,0.09822695035460995,0.9549394534137191,0.18959300703299917,0.1874670687465857,0.006874546976304608,0.9545454545454546
google__logic7__gin__seed42,google,logic7,gin,42,atom_occlusion,fresh_full_partition,0.89,89,0.08412698412698413,0.09779673063255155,66,0.1,0.07112462006079029,0.9137238292047648,0.1992896735518376,0.19649667270663765,0.0019503546099290782,0.9090909090909091
google__logic7__gin__seed42,google,logic7,gin,42,saliency,fresh_full_partition,0.96,96,0.018181818181818184,0.032835820895522394,66,0.1,0.014184397163120567,0.9948936170212765,0.1951853943778202,0.19475986246292665,0.0,1.0
google__logic8__gcn__seed123,google,logic8,gcn,123,atom_occlusion,fresh_full_partition,0.59,59,0.09399553358661165,0.09735110568443894,269,0.1,0.09991687056904448,0.613758304607953,0.4389461836472706,0.4178058603790953,0.003161277915531224,0.6086956521739131
google__logic8__gcn__seed123,google,logic8,gcn,123,saliency,fresh_full_partition,0.72,72,0.09471962362296935,0.09807251390584718,269,0.1,0.10289129650542694,0.7476929576405668,0.3614877849132964,0.34783440368086255,0.007747797649735269,0.75
google__logic8__gcn__seed2026,google,logic8,gcn,2026,atom_occlusion,fresh_full_partition,0.6900000000000001,69,0.09436500096351397,0.09771920466364903,269,0.1,0.08315040937323545,0.7164010110911904,0.38707697293097415,0.3741547321309376,0.0017015550239234448,0.7142857142857143
google__logic8__gcn__seed2026,google,logic8,gcn,2026,saliency,fresh_full_partition,0.7000000000000001,70,0.09630361377573274,0.09965063742841514,269,0.1,0.09247619831858964,0.7335500953049836,0.37294502544220715,0.3604804994720361,0.008071047846121442,0.7272727272727273
google__logic8__gcn__seed42,google,logic8,gcn,42,atom_occlusion,fresh_full_partition,0.65,65,0.09302298279993447,0.09638215693771242,269,0.1,0.08659890833803877,0.6725820909204715,0.40800608971165236,0.3920747214349567,0.0014338235294117645,0.6666666666666666
google__logic8__gcn__seed42,google,logic8,gcn,42,saliency,fresh_full_partition,0.65,65,0.0905920494210457,0.09396022701578255,269,0.1,0.09215524813350899,0.6756600467548073,0.40452121541076147,0.3891095896053663,0.004511779363747561,0.6666666666666666
google__logic8__gin__seed123,google,logic8,gin,123,atom_occlusion,fresh_full_partition,0.73,73,0.09650934567291446,0.0998556073556073,269,0.1,0.08591073781291172,0.7578365246013036,0.3650007138376199,0.3528083676869264,0.0017571968458696147,0.76
google__logic8__gin__seed123,google,logic8,gin,123,saliency,fresh_full_partition,0.8,80,0.09365414634931364,0.09701098284431611,269,0.1,0.10992004674069891,0.821919796448659,0.32993553739805753,0.3182236642281498,0.005148757525293442,0.8181818181818182
google__logic8__gin__seed2026,google,logic8,gin,2026,atom_occlusion,fresh_full_partition,0.77,77,0.09396844378257017,0.09732411621300503,269,0.1,0.08446244275048623,0.7949439820935725,0.34995811754502354,0.3391118827647129,0.0006999341238471673,0.8
google__logic8__gin__seed2026,google,logic8,gin,2026,saliency,fresh_full_partition,0.84,84,0.0928467237017423,0.09620655065099501,269,0.1,0.08980037172971957,0.8656643184024823,0.31930286885214365,0.30981243760372956,0.0054243510143932696,0.8636363636363636
google__logic8__gin__seed42,google,logic8,gin,42,atom_occlusion,fresh_full_partition,0.78,78,0.09633938964793982,0.09968628079739182,269,0.1,0.07436182476943345,0.8034822441360879,0.3511179219518161,0.34245746869727617,0.0011958158413734974,0.8
google__logic8__gin__seed42,google,logic8,gin,42,saliency,fresh_full_partition,0.93,93,0.07916181299080928,0.08257232479454696,269,0.1,0.09010112773699729,0.9579947026868684,0.2922008079288047,0.28546866768280393,0.002726979740455499,0.9565217391304348
