cell_id,family,task,model,seed,method,fraction,index,empirical_risk,corrected_risk,n_calibration,alpha,risk,mean_atom_fraction,median_atom_fraction,precision,iou
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,atom_occlusion,0.74,74,0.08666508846621138,0.09570800838238752,100,0.1,0.09852925599985836,0.7539069755711459,0.75,0.32477614360712265,0.3135815120730259
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,saliency,0.93,93,0.0792706777061616,0.08838680961006097,100,0.1,0.0780103672885831,0.9421143220321102,0.9411764705882353,0.2717794726980784,0.2672293538004828
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,ig,0.92,92,0.08964964693605085,0.09866301676836717,100,0.1,0.0980663494536947,0.9326148587914482,0.9285714285714286,0.2656616264704725,0.25830931707962745
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,gradinput,0.91,91,0.08056446445151132,0.08966778658565476,100,0.1,0.08421355279902284,0.9220566775769332,0.9182000669120107,0.27238565989395613,0.2656493343714647
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,atom_occlusion,0.76,76,0.09067486735076918,0.09967808648591009,100,0.1,0.07958069455544146,0.7715766970717644,0.7666666666666667,0.3273216183981426,0.31909839424279296
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,saliency,0.75,75,0.08787343717752513,0.09690439324507438,100,0.1,0.10630495113998575,0.7591510043649586,0.7567567567567568,0.3222747598499649,0.3111797597640842
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,ig,0.9400000000000001,94,0.08006247572816036,0.08917076804768351,100,0.1,0.08432407950732039,0.9504446873113713,0.9473684210526315,0.2651929593773081,0.2590259551327196
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,gradinput,0.92,92,0.08222373382346351,0.09131062754798366,100,0.1,0.09038401421726006,0.9326148587914482,0.9285714285714286,0.2665219442260278,0.2593714971074841
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,atom_occlusion,0.89,89,0.08556253272588472,0.09461636903552946,100,0.1,0.06535004584486576,0.9028389865485758,0.9,0.2842490895260039,0.27924003710431344
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,saliency,0.73,73,0.09026022433030997,0.09926754884189105,100,0.1,0.11193065422558292,0.7426523525115232,0.738206497552292,0.3265662735528887,0.3139437170352753
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,ig,0.93,93,0.07817081924887756,0.08729784084047283,100,0.1,0.05679835400946238,0.9421143220321102,0.9411764705882353,0.27468561307094846,0.27033900766273533
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,gradinput,0.92,92,0.08873591398589681,0.09775833067910576,100,0.1,0.07658014271776743,0.9326148587914482,0.9285714285714286,0.2720108815277131,0.26621800132265405
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,atom_occlusion,0.8,80,0.08840417216281356,0.09742987342852828,100,0.1,0.06668997916173466,0.8103590330526649,0.8068701164676397,0.3148178741849246,0.30743616959942005
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,saliency,0.74,74,0.09037848026275767,0.09938463392352245,100,0.1,0.09842081383785746,0.7539069755711459,0.75,0.32603568553674783,0.31444442682762175
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,ig,0.9400000000000001,94,0.08613758235965527,0.09518572510856957,100,0.1,0.09265190782271979,0.9504446873113713,0.9473684210526315,0.2625428866846022,0.2559110769292655
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,gradinput,0.9500000000000001,95,0.07725116410888445,0.08638729119691531,100,0.1,0.05924620557211873,0.9620748095877457,0.9578648360752752,0.2685528830005338,0.26418470323979554
bxaic__X__gcn__seed123,bxaic,X,gcn,123,atom_occlusion,0.06,6,0.04583333333333333,0.055280528052805276,100,0.1,0.04933333333333333,0.07912975034767791,0.07692307692307693,0.6853333333333333,0.636
bxaic__X__gcn__seed123,bxaic,X,gcn,123,saliency,0.18,18,0.08333333333333334,0.09240924092409242,100,0.1,0.05433333333333334,0.19823162591653667,0.1935483870967742,0.27671645837822306,0.2682283631401279
bxaic__X__gcn__seed123,bxaic,X,gcn,123,ig,0.06,6,0.04583333333333333,0.055280528052805276,100,0.1,0.04933333333333333,0.07912975034767791,0.07692307692307693,0.6853333333333333,0.636
bxaic__X__gcn__seed123,bxaic,X,gcn,123,gradinput,0.06,6,0.04583333333333333,0.055280528052805276,100,0.1,0.04933333333333333,0.07912975034767791,0.07692307692307693,0.6853333333333333,0.636
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,atom_occlusion,0.06,6,0.04583333333333333,0.055280528052805276,100,0.1,0.04933333333333333,0.07912975034767791,0.07692307692307693,0.6853333333333333,0.636
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,saliency,0.21,21,0.07416666666666667,0.08333333333333334,100,0.1,0.034333333333333334,0.22900064496800332,0.23076923076923078,0.24873316498316494,0.24299110149110145
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,ig,0.06,6,0.04583333333333333,0.055280528052805276,100,0.1,0.04933333333333333,0.07912975034767791,0.07692307692307693,0.6853333333333333,0.636
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,gradinput,0.06,6,0.04583333333333333,0.055280528052805276,100,0.1,0.04933333333333333,0.07912975034767791,0.07692307692307693,0.6853333333333333,0.636
bxaic__X__gcn__seed42,bxaic,X,gcn,42,atom_occlusion,0.06,6,0.04583333333333333,0.055280528052805276,100,0.1,0.04933333333333333,0.07912975034767791,0.07692307692307693,0.6853333333333333,0.636
bxaic__X__gcn__seed42,bxaic,X,gcn,42,saliency,0.22,22,0.08333333333333334,0.09240924092409242,100,0.1,0.057999999999999996,0.238986715889473,0.23809523809523808,0.22727371000646862,0.22255942429218287
bxaic__X__gcn__seed42,bxaic,X,gcn,42,ig,0.06,6,0.04583333333333333,0.055280528052805276,100,0.1,0.04933333333333333,0.07912975034767791,0.07692307692307693,0.6853333333333333,0.636
bxaic__X__gcn__seed42,bxaic,X,gcn,42,gradinput,0.06,6,0.04583333333333333,0.055280528052805276,100,0.1,0.04933333333333333,0.07912975034767791,0.07692307692307693,0.6853333333333333,0.636
bxaic__X__gin__seed123,bxaic,X,gin,123,atom_occlusion,0.06,6,0.04583333333333333,0.055280528052805276,100,0.1,0.04933333333333333,0.07912975034767791,0.07692307692307693,0.6853333333333333,0.636
bxaic__X__gin__seed123,bxaic,X,gin,123,saliency,0.26,26,0.08166666666666668,0.09075907590759077,100,0.1,0.063,0.27751511015259767,0.27622890682318413,0.1933259293166414,0.1896159726066847
bxaic__X__gin__seed123,bxaic,X,gin,123,ig,0.06,6,0.04583333333333333,0.055280528052805276,100,0.1,0.04933333333333333,0.07912975034767791,0.07692307692307693,0.6853333333333333,0.636
bxaic__X__gin__seed123,bxaic,X,gin,123,gradinput,0.06,6,0.06333333333333332,0.0726072607260726,100,0.1,0.05433333333333334,0.07912975034767791,0.07692307692307693,0.6753333333333333,0.631
bxaic__X__gin__seed2026,bxaic,X,gin,2026,atom_occlusion,0.06,6,0.04583333333333333,0.055280528052805276,100,0.1,0.04933333333333333,0.07912975034767791,0.07692307692307693,0.6853333333333333,0.636
bxaic__X__gin__seed2026,bxaic,X,gin,2026,saliency,0.27,27,0.0825,0.09158415841584158,100,0.1,0.035666666666666666,0.28743515517825036,0.2857142857142857,0.19889166564429722,0.1943606411132727
bxaic__X__gin__seed2026,bxaic,X,gin,2026,ig,0.06,6,0.04583333333333333,0.055280528052805276,100,0.1,0.04933333333333333,0.07912975034767791,0.07692307692307693,0.6853333333333333,0.636
bxaic__X__gin__seed2026,bxaic,X,gin,2026,gradinput,0.06,6,0.04583333333333333,0.055280528052805276,100,0.1,0.05266666666666667,0.07912975034767791,0.07692307692307693,0.682,0.631
bxaic__X__gin__seed42,bxaic,X,gin,42,atom_occlusion,0.06,6,0.04583333333333333,0.055280528052805276,100,0.1,0.04933333333333333,0.07912975034767791,0.07692307692307693,0.6853333333333333,0.636
bxaic__X__gin__seed42,bxaic,X,gin,42,saliency,0.28,28,0.08666666666666668,0.09570957095709572,100,0.1,0.08,0.2976531465696942,0.29520697167755994,0.17662707614023404,0.172595330108488
bxaic__X__gin__seed42,bxaic,X,gin,42,ig,0.06,6,0.04583333333333333,0.055280528052805276,100,0.1,0.04933333333333333,0.07912975034767791,0.07692307692307693,0.6853333333333333,0.636
bxaic__X__gin__seed42,bxaic,X,gin,42,gradinput,0.06,6,0.04583333333333333,0.055280528052805276,100,0.1,0.04933333333333333,0.07912975034767791,0.07692307692307693,0.6853333333333333,0.636
google__benzene__gcn__seed123,google,benzene,gcn,123,atom_occlusion,0.46,46,0.0883888888888889,0.09741474147414743,100,0.1,0.10141666666666667,0.48809834176233424,0.48,0.6539956709956711,0.5987895862307627
google__benzene__gcn__seed123,google,benzene,gcn,123,saliency,0.48,48,0.0898888888888889,0.09889988998899886,100,0.1,0.09345833333333331,0.5035016582376657,0.5,0.6420378787878788,0.5921555119716885
google__benzene__gcn__seed123,google,benzene,gcn,123,ig,0.55,55,0.08943055555555557,0.09844609460946094,100,0.1,0.10404166666666664,0.5707883080463307,0.5683229813664596,0.5609442224442225,0.5183813294548589
google__benzene__gcn__seed123,google,benzene,gcn,123,gradinput,0.46,46,0.08755555555555555,0.09658965896589658,100,0.1,0.09674999999999999,0.48809834176233424,0.48,0.6579249639249639,0.6046768656180421
google__benzene__gcn__seed2026,google,benzene,gcn,2026,atom_occlusion,0.44,44,0.08368055555555555,0.09275302530253025,100,0.1,0.11845833333333333,0.45961500842900094,0.4583333333333333,0.6789130591630592,0.6114789622142563
google__benzene__gcn__seed2026,google,benzene,gcn,2026,saliency,0.45,45,0.08951388888888888,0.09852860286028604,100,0.1,0.11183333333333331,0.46968167509566755,0.47368421052631576,0.6713589466089465,0.608094807969808
google__benzene__gcn__seed2026,google,benzene,gcn,2026,ig,0.51,51,0.09,0.09900990099009903,100,0.1,0.10716666666666667,0.5340683249043324,0.5263157894736842,0.5967194472194473,0.5505021873551286
google__benzene__gcn__seed2026,google,benzene,gcn,2026,gradinput,0.49,49,0.091,0.09999999999999998,100,0.1,0.11025,0.5119016582376656,0.52,0.6207548562548562,0.5697457828119592
google__benzene__gcn__seed42,google,benzene,gcn,42,atom_occlusion,0.43,43,0.0905138888888889,0.09951870187018702,100,0.1,0.102625,0.4527128345159573,0.45227272727272727,0.7012619047619046,0.6360632284382285
google__benzene__gcn__seed42,google,benzene,gcn,42,saliency,0.41000000000000003,41,0.0893611111111111,0.09837733773377338,100,0.1,0.12024999999999998,0.4348783586203359,0.43478260869565216,0.7160443722943722,0.6382264818514818
google__benzene__gcn__seed42,google,benzene,gcn,42,ig,0.47000000000000003,47,0.09079166666666666,0.09979372937293726,100,0.1,0.11070833333333335,0.48876500842900095,0.48,0.6475075757575756,0.5927291213688273
google__benzene__gcn__seed42,google,benzene,gcn,42,gradinput,0.49,49,0.09077777777777778,0.09977997799779978,100,0.1,0.09949999999999998,0.5119016582376656,0.52,0.6302544677544677,0.5800505442270149
google__benzene__gin__seed123,google,benzene,gin,123,atom_occlusion,0.37,37,0.08465277777777779,0.09371562156215618,100,0.1,0.10112499999999999,0.3945404704215782,0.4,0.794063492063492,0.7015166361416361
google__benzene__gin__seed123,google,benzene,gin,123,saliency,0.43,43,0.0869583333333333,0.0959983498349835,100,0.1,0.11937500000000002,0.4527128345159573,0.45227272727272727,0.6900945165945164,0.6190042914601738
google__benzene__gin__seed123,google,benzene,gin,123,ig,0.53,53,0.07943055555555555,0.08854510451045104,100,0.1,0.067375,0.5572049747129975,0.56,0.6000099900099901,0.5645483038203626
google__benzene__gin__seed123,google,benzene,gin,123,gradinput,0.96,96,0.018222222222222223,0.02794279427942794,100,0.1,0.02145833333333333,0.9915999999999999,1.0,0.36462519139824295,0.3626251913982429
google__benzene__gin__seed2026,google,benzene,gin,2026,atom_occlusion,0.46,46,0.09016666666666666,0.0991749174917492,100,0.1,0.09058333333333332,0.48809834176233424,0.48,0.6544426406926407,0.6021737346760566
google__benzene__gin__seed2026,google,benzene,gin,2026,saliency,0.6,60,0.08929166666666666,0.09830858085808582,100,0.1,0.10541666666666667,0.6160916245216622,0.6190476190476191,0.5242463647463648,0.4902099369498752
google__benzene__gin__seed2026,google,benzene,gin,2026,ig,0.81,81,0.08440277777777777,0.09346809680968096,100,0.1,0.070875,0.836621209994295,0.8366666666666667,0.40068035426046256,0.3830810252922919
google__benzene__gin__seed2026,google,benzene,gin,2026,gradinput,0.8200000000000001,82,0.0875277777777778,0.09656215621562159,100,0.1,0.06441666666666666,0.8428712099942952,0.84,0.4039268556950445,0.3904012929215682
google__benzene__gin__seed42,google,benzene,gin,42,atom_occlusion,0.39,39,0.08904166666666667,0.09806105610561056,100,0.1,0.11262499999999998,0.40965951804062584,0.4090909090909091,0.7516309523809522,0.6641441197691198
google__benzene__gin__seed42,google,benzene,gin,42,saliency,0.41000000000000003,41,0.0853611111111111,0.0944169416941694,100,0.1,0.11574999999999999,0.4348783586203359,0.43478260869565216,0.7206168831168831,0.6413867521367521
google__benzene__gin__seed42,google,benzene,gin,42,ig,0.73,73,0.087375,0.0964108910891089,100,0.1,0.09995833333333333,0.7540194790044165,0.75,0.43285232612244995,0.41097075499320085
google__benzene__gin__seed42,google,benzene,gin,42,gradinput,0.84,84,0.090375,0.09938118811881186,100,0.1,0.08399999999999999,0.8595282858681227,0.8636363636363636,0.3877865954135303,0.37240452483607683
google__logic10__gcn__seed123,google,logic10,gcn,123,atom_occlusion,0.62,62,0.08806666209607383,0.09709570504561761,100,0.1,0.10777355977355976,0.643859361388376,0.64,0.6826481157731159,0.6294499639507379
google__logic10__gcn__seed123,google,logic10,gcn,123,saliency,0.88,88,0.08978525069701539,0.09879727791783698,100,0.1,0.07542948717948716,0.9044864034460179,0.9090909090909091,0.5077391388711049,0.4883596366298783
google__logic10__gcn__seed123,google,logic10,gcn,123,ig,0.67,67,0.08556311988664929,0.09461695038282099,100,0.1,0.10169938394938394,0.6975987146104221,0.6956521739130435,0.637870167414285,0.5965987955972476
google__logic10__gcn__seed123,google,logic10,gcn,123,gradinput,0.81,81,0.08398839069427304,0.09305781256858713,100,0.1,0.08469505494505493,0.8357920867092252,0.8333333333333334,0.5438576754772576,0.5184488892917853
google__logic10__gcn__seed2026,google,logic10,gcn,2026,atom_occlusion,0.58,58,0.08604460898578542,0.09509367226315385,100,0.1,0.10837612387612387,0.6035956443722295,0.6,0.7268212065712066,0.6686967827923711
google__logic10__gcn__seed2026,google,logic10,gcn,2026,saliency,0.86,86,0.08522969514145982,0.09428682687273246,100,0.1,0.07658653846153846,0.8835699014697331,0.88,0.5189204571228565,0.49942987763608643
google__logic10__gcn__seed2026,google,logic10,gcn,2026,ig,0.89,89,0.08617103158279626,0.09521884315128334,100,0.1,0.09117465867465865,0.914384442661704,0.9130434782608695,0.49463016394435494,0.4725423092761025
google__logic10__gcn__seed2026,google,logic10,gcn,2026,gradinput,0.8,80,0.08893098404863109,0.09795146935508021,100,0.1,0.09534569597069595,0.8212063724235112,0.8248081841432224,0.5475674216564309,0.5199800524123279
google__logic10__gcn__seed42,google,logic10,gcn,42,atom_occlusion,0.63,63,0.08970734494263904,0.09872014350756335,100,0.1,0.0977094572094572,0.6532343613883762,0.6521739130434783,0.6802899322899324,0.6332152305039302
google__logic10__gcn__seed42,google,logic10,gcn,42,saliency,0.91,91,0.08919390739978972,0.09821178950474223,100,0.1,0.07625799200799199,0.9338352287177534,0.9375,0.49252283721572987,0.47520169149511593
google__logic10__gcn__seed42,google,logic10,gcn,42,ig,0.63,63,0.08877217880159056,0.09779423643721831,100,0.1,0.10325432900432899,0.6532343613883762,0.6521739130434783,0.6779913003663003,0.6300066102198455
google__logic10__gcn__seed42,google,logic10,gcn,42,gradinput,0.73,73,0.08853549065313768,0.09755989173577985,100,0.1,0.07536492673992673,0.7556310748254751,0.75,0.606455790511518,0.5789373838665633
google__logic10__gin__seed123,google,logic10,gin,123,atom_occlusion,0.61,61,0.08864406508524153,0.09766739117350641,100,0.1,0.08077401764901762,0.6347018522308668,0.6363636363636364,0.7140289571539572,0.6686157208804266
google__logic10__gin__seed123,google,logic10,gin,123,saliency,0.85,85,0.08722391334156038,0.09626130033817853,100,0.1,0.10158491508491506,0.8723556157554475,0.875,0.5121211428750128,0.48613994866801435
google__logic10__gin__seed123,google,logic10,gin,123,ig,0.74,74,0.09022391334156038,0.09923159736788152,100,0.1,0.10604162504162502,0.7659285576630037,0.7619047619047619,0.5791438682146887,0.5421345747905345
google__logic10__gin__seed123,google,logic10,gin,123,gradinput,0.93,93,0.08019390739978972,0.0893008984156333,100,0.1,0.07394709457209454,0.9551892182065255,0.9545454545454546,0.4820612318706105,0.4645368884323824
google__logic10__gin__seed2026,google,logic10,gin,2026,atom_occlusion,0.6,60,0.08958583573289455,0.09859983735930151,100,0.1,0.09464855977355975,0.6183148957091278,0.6190476190476191,0.7193698246198246,0.6682054095715085
google__logic10__gin__seed2026,google,logic10,gin,2026,saliency,0.81,81,0.08297211938388406,0.09205160335038022,100,0.1,0.08212728937728936,0.8357920867092252,0.8333333333333334,0.5452912624870829,0.5209069519848393
google__logic10__gin__seed2026,google,logic10,gin,2026,ig,0.87,87,0.0902969057086704,0.09930386703828743,100,0.1,0.08763573926073923,0.8951114034460178,0.8973684210526316,0.506210556943916,0.48262316371465985
google__logic10__gin__seed2026,google,logic10,gin,2026,gradinput,0.92,92,0.0679631381690205,0.07719122590992125,100,0.1,0.07015705128205126,0.9474221852394925,0.9523809523809523,0.48811385486195347,0.4711940419226157
google__logic10__gin__seed42,google,logic10,gin,42,atom_occlusion,0.71,71,0.08838523241464415,0.09741112120261794,100,0.1,0.09837087912087909,0.7363289103233106,0.7391304347826086,0.6058007792860735,0.5680435993744818
google__logic10__gin__seed42,google,logic10,gin,42,saliency,0.74,74,0.0888350244526715,0.09785645985413012,100,0.1,0.09361330336330335,0.7659285576630037,0.7619047619047619,0.586474198402217,0.5530667700462591
google__logic10__gin__seed42,google,logic10,gin,42,ig,0.87,87,0.08943676584853053,0.09845224341438656,100,0.1,0.09085735098235097,0.8951114034460178,0.8973684210526316,0.5046100057493246,0.4803307944635343
google__logic10__gin__seed42,google,logic10,gin,42,gradinput,0.92,92,0.0819631381690205,0.09105261204853508,100,0.1,0.08233287545787543,0.9474221852394925,0.9523809523809523,0.4827035673678559,0.46375328255597476
google__logic7__gcn__seed123,google,logic7,gcn,123,atom_occlusion,0.31,31,0.08605699855699857,0.09969793887704337,66,0.1,0.06957953394123606,0.32899563852469804,0.32,0.5464285714285714,0.5214070799177182
google__logic7__gcn__seed123,google,logic7,gcn,123,saliency,0.96,96,0.051515151515151514,0.06567164179104479,66,0.1,0.028014184397163116,0.9948936170212767,1.0,0.19252581990973514,0.19171021707285574
google__logic7__gcn__seed123,google,logic7,gcn,123,ig,0.72,72,0.08437950937950936,0.09804548685145702,66,0.1,0.057624113475177305,0.7399967108726913,0.7391304347826086,0.25021190914495045,0.24690103918580306
google__logic7__gcn__seed123,google,logic7,gcn,123,gradinput,0.81,81,0.08351370851370851,0.09719260838663825,66,0.1,0.03652482269503546,0.833329619256579,0.8333333333333334,0.22585086436446689,0.22362315452047182
google__logic7__gcn__seed2026,google,logic7,gcn,2026,atom_occlusion,0.37,37,0.08515512265512264,0.0988095238095238,66,0.1,0.054305977710233024,0.39782984641081,0.4,0.4638129010469436,0.44947192287617826
google__logic7__gcn__seed2026,google,logic7,gcn,2026,saliency,0.96,96,0.051515151515151514,0.06567164179104479,66,0.1,0.016666666666666663,0.9948936170212767,1.0,0.1942988695551252,0.1936960326756926
google__logic7__gcn__seed2026,google,logic7,gcn,2026,ig,0.6,60,0.0821969696969697,0.0958955223880597,66,0.1,0.05997973657548126,0.6218405892071918,0.625,0.2963698240293985,0.29127898592854784
google__logic7__gcn__seed2026,google,logic7,gcn,2026,gradinput,0.93,93,0.08084415584415586,0.09456289978678041,66,0.1,0.08138297872340425,0.9546910462550436,0.9545454545454546,0.1901073254717541,0.18747940619355974
google__logic7__gcn__seed42,google,logic7,gcn,42,atom_occlusion,0.27,27,0.08571428571428572,0.09936034115138594,66,0.1,0.0626646403242148,0.28818596489492326,0.2857142857142857,0.6278115501519757,0.6017170182063799
google__logic7__gcn__seed42,google,logic7,gcn,42,saliency,0.96,96,0.04141414141414141,0.05572139303482587,66,0.1,0.028014184397163116,0.9948936170212767,1.0,0.19252581990973514,0.19171021707285574
google__logic7__gcn__seed42,google,logic7,gcn,42,ig,0.56,56,0.08515512265512265,0.09880952380952382,66,0.1,0.06793313069908816,0.584373580750989,0.5909090909090909,0.31179942988453624,0.30446571749763235
google__logic7__gcn__seed42,google,logic7,gcn,42,gradinput,0.71,71,0.07658730158730159,0.09036958066808815,66,0.1,0.05514184397163121,0.7323979266781624,0.7272727272727273,0.252701618017638,0.24913426823050694
google__logic7__gin__seed123,google,logic7,gin,123,atom_occlusion,0.6900000000000001,69,0.08430735930735932,0.09797441364605544,66,0.1,0.08282674772036475,0.7178330720591641,0.72,0.24761432941971118,0.2432986931241328
google__logic7__gin__seed123,google,logic7,gin,123,saliency,0.9400000000000001,94,0.08324314574314573,0.0969260838663824,66,0.1,0.06524822695035461,0.9573506207231287,0.9545454545454546,0.19309272659545304,0.19132826912203582
google__logic7__gin__seed123,google,logic7,gin,123,ig,0.67,67,0.08376623376623378,0.09744136460554371,66,0.1,0.062234042553191496,0.6931680002888294,0.6875,0.26634526820697035,0.2625378202662308
google__logic7__gin__seed123,google,logic7,gin,123,gradinput,0.96,96,0.045454545454545456,0.05970149253731343,66,0.1,0.016666666666666663,0.9948936170212767,1.0,0.1942988695551252,0.1936960326756926
google__logic7__gin__seed2026,google,logic7,gin,2026,atom_occlusion,0.88,88,0.07373737373737374,0.08756218905472636,66,0.1,0.08865248226950355,0.9054155271605429,0.9090909090909091,0.20028283568234817,0.1980347331606628
google__logic7__gin__seed2026,google,logic7,gin,2026,saliency,0.92,92,0.083495670995671,0.09717484008528786,66,0.1,0.09822695035460995,0.9480649064374145,0.9545454545454546,0.19102909873395288,0.1889031604475394
google__logic7__gin__seed2026,google,logic7,gin,2026,ig,0.92,92,0.08207070707070706,0.09577114427860697,66,0.1,0.09609929078014184,0.9480649064374145,0.9545454545454546,0.19053034585984088,0.18827945343604213
google__logic7__gin__seed2026,google,logic7,gin,2026,gradinput,0.89,89,0.08106060606060606,0.09477611940298508,66,0.1,0.10676291793313068,0.9117734745948357,0.9090909090909091,0.19490442623896767,0.19177757594471273
google__logic7__gin__seed42,google,logic7,gin,42,atom_occlusion,0.89,89,0.08412698412698413,0.09779673063255154,66,0.1,0.07963525835866261,0.9117734745948357,0.9090909090909091,0.19766182684876812,0.19445178249776668
google__logic7__gin__seed42,google,logic7,gin,42,saliency,0.96,96,0.018181818181818184,0.032835820895522394,66,0.1,0.014184397163120567,0.9948936170212767,1.0,0.1951853943778203,0.19475986246292665
google__logic7__gin__seed42,google,logic7,gin,42,ig,0.74,74,0.08575036075036076,0.09939587775408672,66,0.1,0.09169199594731509,0.7666275550759587,0.7647058823529411,0.2326523265213075,0.22786325566857152
google__logic7__gin__seed42,google,logic7,gin,42,gradinput,0.93,93,0.06453823953823953,0.07850035536602701,66,0.1,0.07272036474164134,0.9546910462550436,0.9545454545454546,0.19098433666511466,0.18842202529364394
google__logic8__gcn__seed123,google,logic8,gcn,123,atom_occlusion,0.56,56,0.0851484903984904,0.09420642613711921,100,0.1,0.11920815295815296,0.5875354769144646,0.589572192513369,0.4515907148407149,0.4248921854289501
google__logic8__gcn__seed123,google,logic8,gcn,123,saliency,0.7000000000000001,70,0.08556526806526805,0.09461907729234463,100,0.1,0.11609668109668109,0.7244331221111338,0.72,0.37084297891650825,0.35495782738932896
google__logic8__gcn__seed123,google,logic8,gcn,123,ig,0.87,87,0.08756732156732154,0.09660130848249661,100,0.1,0.059876984126984126,0.8944200763647592,0.8947368421052632,0.3223554234293398,0.3158731098361263
google__logic8__gcn__seed123,google,logic8,gcn,123,gradinput,0.89,89,0.06927392052392052,0.0784890302217035,100,0.1,0.07530194805194805,0.9155570044693347,0.9166666666666666,0.3109559163204842,0.3038893625260935
google__logic8__gcn__seed2026,google,logic8,gcn,2026,atom_occlusion,0.66,66,0.0889136419136419,0.09793429892439794,100,0.1,0.09677164502164501,0.6802649174579181,0.68,0.4043756105006105,0.38799997989626467
google__logic8__gcn__seed2026,google,logic8,gcn,2026,saliency,0.67,67,0.08991783216783218,0.09892854670082395,100,0.1,0.11943398268398267,0.6981895206325212,0.6978260869565217,0.38254951992451985,0.36648232838712713
google__logic8__gcn__seed2026,google,logic8,gcn,2026,ig,0.92,92,0.06446403596403597,0.07372676828122374,100,0.1,0.07240909090909092,0.945667089464431,0.9523809523809523,0.3023799370209217,0.2956947324377362
google__logic8__gcn__seed2026,google,logic8,gcn,2026,gradinput,0.89,89,0.08205266955266953,0.09114125698284115,100,0.1,0.06868290043290043,0.9155570044693347,0.9166666666666666,0.3116936034381854,0.3043708773260361
google__logic8__gcn__seed42,google,logic8,gcn,42,atom_occlusion,0.62,62,0.08744610944610944,0.0964812964812965,100,0.1,0.10199350649350648,0.6442758408661828,0.64,0.42176895326895325,0.4020529555583735
google__logic8__gcn__seed42,google,logic8,gcn,42,saliency,0.61,61,0.08967205017205016,0.09868519819014869,100,0.1,0.12324747474747473,0.6369986735890155,0.64,0.4166507659007659,0.39523365733853344
google__logic8__gcn__seed42,google,logic8,gcn,42,ig,0.96,96,0.023892857142857143,0.033557284299858554,100,0.1,0.024583333333333336,0.9915999999999998,1.0,0.3035266324102305,0.30197663241023043
google__logic8__gcn__seed42,google,logic8,gcn,42,gradinput,0.91,91,0.08937373737373738,0.09838983898389837,100,0.1,0.0796468253968254,0.9303953503339963,0.92,0.30467524302211,0.2977717645223265
google__logic8__gin__seed123,google,logic8,gin,123,atom_occlusion,0.73,73,0.08853798978798977,0.09756236612672255,100,0.1,0.08519155844155843,0.7548557645014234,0.75,0.3675759553054444,0.35416747519766095
google__logic8__gin__seed123,google,logic8,gin,123,saliency,0.81,81,0.0794570707070707,0.08857135713571357,100,0.1,0.08879797979797979,0.8369654266987555,0.8333333333333334,0.33458091392611516,0.3250708832286602
google__logic8__gin__seed123,google,logic8,gin,123,ig,0.86,86,0.08906732156732158,0.09808645699734808,100,0.1,0.0745122655122655,0.8802316705676578,0.875,0.32263676446532485,0.3143047449869195
google__logic8__gin__seed123,google,logic8,gin,123,gradinput,0.9500000000000001,95,0.0839092019092019,0.092979407830893,100,0.1,0.08088095238095239,0.962542546583851,0.9583333333333334,0.294671475743861,0.2880957904832787
google__logic8__gin__seed2026,google,logic8,gin,2026,atom_occlusion,0.79,79,0.08554123654123653,0.09459528370419457,100,0.1,0.07479401154401154,0.8083630457463745,0.8,0.3505913044643695,0.3408243512593357
google__logic8__gin__seed2026,google,logic8,gin,2026,saliency,0.84,84,0.09099722499722498,0.09999725247249999,100,0.1,0.09529797979797978,0.8612240939337654,0.8636363636363636,0.3219389867098845,0.3114976824449835
google__logic8__gin__seed2026,google,logic8,gin,2026,ig,0.77,77,0.08284595959595958,0.09192669266926694,100,0.1,0.0835523088023088,0.7935664528147701,0.7916666666666666,0.35351902204262886,0.34165289595165754
google__logic8__gin__seed2026,google,logic8,gin,2026,gradinput,0.92,92,0.08844563769563768,0.09747092841152245,100,0.1,0.08577417027417028,0.945667089464431,0.9523809523809523,0.29788416237447063,0.2901522599747361
google__logic8__gin__seed42,google,logic8,gin,42,atom_occlusion,0.77,77,0.07985064935064934,0.08896103896103898,100,0.1,0.08575036075036076,0.7935664528147701,0.7916666666666666,0.3551716892498626,0.34531240163196003
