cell_id,family,task,model,seed,method,policy,alpha,n_calibration,n_test,fraction,index,empirical_risk,corrected_risk,risk,mean_atom_fraction,precision,iou,tie_inflation,median_atom_fraction
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,saliency,include_all_exact_ties_v2,0.1,297,277,0.91,91,0.09147233216200648,0.09452108272522108,0.09968911198177424,0.927239365426323,0.26471830506979105,0.25897059019902724,0.0037545956192802546,0.9230769230769231
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,saliency,include_all_exact_ties_v2,0.2,297,277,0.81,81,0.19657750494652657,0.1992735535876457,0.20482857173613164,0.8257134601591324,0.26374833923130364,0.2505284461110853,0.003603764399073705,0.8214285714285714
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,atom_occlusion,index_tiebreak_v1,0.05,297,277,0.86,86,0.04440827194831354,0.04761495559949367,0.0460176091711163,0.8718650583306669,0.29443582261996815,0.29033681741055456,0.0,0.8691588785046729
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,atom_occlusion,index_tiebreak_v1,0.1,297,277,0.74,74,0.09378502495765331,0.09682601480678864,0.08983342550160306,0.7529948994520317,0.3254572059470787,0.31609968617761536,0.0,0.75
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,atom_occlusion,index_tiebreak_v1,0.2,297,277,0.56,56,0.19457519509391943,0.19727796289561778,0.19984190054099038,0.5725357786729879,0.374692686206298,0.3438247537593142,0.0,0.5692307692307692
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,atom_occlusion,include_all_exact_ties_v2,0.05,297,277,0.86,86,0.04398739652743811,0.04719549251224535,0.04550187941350929,0.8734451279709727,0.2939616275157947,0.2899293134595792,0.0015800696403058209,0.8695652173913043
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,atom_occlusion,include_all_exact_ties_v2,0.1,297,277,0.74,74,0.09330402447665281,0.09634662842136202,0.08983342550160306,0.7538410201506359,0.32501081680634303,0.3156744034932404,0.0008461206986042041,0.75
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,atom_occlusion,include_all_exact_ties_v2,0.2,297,277,0.56,56,0.193813610999002,0.19651893445202556,0.19984190054099038,0.5728935794037514,0.37448979167804236,0.34363409771321946,0.00035780073076353255,0.5692307692307692
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,saliency,index_tiebreak_v1,0.05,297,277,0.8200000000000001,82,0.045084805114459274,0.048289218520115425,0.04777175158827859,0.832134641666069,0.30734890163933604,0.30267606694320653,0.0,0.828125
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,saliency,index_tiebreak_v1,0.1,297,277,0.75,75,0.09264081590787132,0.09568564538469049,0.09760449027802508,0.7587833363641833,0.3196649749799715,0.30981376839116864,0.0,0.7567567567567568
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,saliency,index_tiebreak_v1,0.2,297,277,0.63,63,0.19645616725802909,0.19915262307259962,0.19191630278169372,0.6425050116896911,0.33786862790543604,0.3153020165586085,0.0,0.64
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,saliency,include_all_exact_ties_v2,0.05,297,277,0.8200000000000001,82,0.0425795942759151,0.045792414429351606,0.04613860735585637,0.838364976749565,0.30562485433124537,0.3011231506866419,0.006230335083496075,0.8333333333333334
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,saliency,include_all_exact_ties_v2,0.1,297,277,0.74,74,0.09556802591044831,0.09860303253490986,0.10080205922625488,0.7582097006718127,0.3185842419887316,0.3083598297684776,0.005214801219781333,0.75
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,saliency,include_all_exact_ties_v2,0.2,297,277,0.63,63,0.1928085802771088,0.19551727631644744,0.19036911350887267,0.6461230738603234,0.3366458657985586,0.3142715172910214,0.0036180621706323416,0.6428571428571429
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,atom_occlusion,index_tiebreak_v1,0.05,297,277,0.93,93,0.043477385943784294,0.046687193373503105,0.035425025763097376,0.9416332553306374,0.2757212078046149,0.2729470458460388,0.0,0.9393939393939394
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,atom_occlusion,index_tiebreak_v1,0.1,297,277,0.85,85,0.09473182123152056,0.0977696339119516,0.0839681602187992,0.8615419215079451,0.28567744898902003,0.27870150165787533,0.0,0.859375
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,atom_occlusion,index_tiebreak_v1,0.2,297,277,0.7000000000000001,70,0.19433488468725704,0.1970384588997161,0.16717944478688884,0.7136702784746064,0.31420814025376387,0.2977546335660852,0.0,0.7096774193548387
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,atom_occlusion,include_all_exact_ties_v2,0.05,297,277,0.93,93,0.043477385943784294,0.046687193373503105,0.035425025763097376,0.9420382530617707,0.27561149838032684,0.2728373364217508,0.0004049977311332689,0.9393939393939394
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,atom_occlusion,include_all_exact_ties_v2,0.1,297,277,0.85,85,0.09473182123152056,0.0977696339119516,0.0839681602187992,0.8619491284527694,0.285572441816735,0.27860223140484114,0.00040720694482442884,0.8596491228070176
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,atom_occlusion,include_all_exact_ties_v2,0.2,297,277,0.7000000000000001,70,0.19433488468725704,0.1970384588997161,0.16666371502928182,0.7146080807979996,0.3139699619077993,0.2975453979197587,0.0009378023233931072,0.7096774193548387
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,saliency,index_tiebreak_v1,0.05,297,277,0.8300000000000001,83,0.04277756203594995,0.04598971786804406,0.03835408971906364,0.8434071213985642,0.3071967802933495,0.30364540743590035,0.0,0.8409090909090909
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,saliency,index_tiebreak_v1,0.1,297,277,0.73,73,0.09569461162074452,0.0987291934609433,0.09672806302240763,0.7431959531128983,0.3268234432088546,0.31634226737057874,0.0,0.74
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,saliency,index_tiebreak_v1,0.2,297,277,0.61,61,0.1897982368941492,0.19251703475692072,0.19761421911487748,0.6232921475008869,0.3472218459291334,0.32287016220214737,0.0,0.6197183098591549
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,saliency,include_all_exact_ties_v2,0.05,297,277,0.8300000000000001,83,0.04168088093926886,0.04489671690927129,0.03633414816843617,0.8480392668649954,0.30622290254749884,0.30292256593416045,0.004632145466431294,0.8421052631578947
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,saliency,include_all_exact_ties_v2,0.1,297,277,0.73,73,0.09349002608282565,0.09653200586107115,0.09314660637235896,0.7474570421001168,0.3262644577369081,0.31613993698674286,0.004261088987218224,0.7419354838709677
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,saliency,include_all_exact_ties_v2,0.2,297,277,0.61,61,0.1873932344891468,0.19012010282978745,0.19635712783071035,0.6263412644263217,0.3460245377389234,0.3219005370857588,0.0030491169254344697,0.6206896551724138
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,atom_occlusion,index_tiebreak_v1,0.05,297,277,0.88,88,0.04518005209145768,0.048384145876385634,0.03223493712027177,0.8925835780059945,0.29127263309858265,0.28804513236491625,0.0,0.8888888888888888
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,atom_occlusion,index_tiebreak_v1,0.1,297,277,0.79,79,0.09263942067312629,0.09568425483194125,0.08093886247792098,0.8031415724851438,0.3059075755121927,0.29705918388556307,0.0,0.8
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,atom_occlusion,index_tiebreak_v1,0.2,297,277,0.65,65,0.19606648075340136,0.19876424424080605,0.18680688767102102,0.6619593598266713,0.32677752998876564,0.30384202372314806,0.0,0.6585365853658537
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,atom_occlusion,include_all_exact_ties_v2,0.05,297,277,0.88,88,0.04518005209145768,0.048384145876385634,0.03223493712027177,0.8927906513177609,0.29120960883559405,0.28798210810192765,0.00020707331176645255,0.8888888888888888
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,atom_occlusion,include_all_exact_ties_v2,0.1,297,277,0.79,79,0.09255925392629288,0.09560435710103682,0.08093886247792098,0.8037592320763443,0.30563753352949874,0.29681705316231366,0.0006176595912001389,0.8
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,atom_occlusion,include_all_exact_ties_v2,0.2,297,277,0.65,65,0.19554539689898418,0.1982449089899272,0.18577542815580703,0.6629265710852684,0.3265979480749564,0.3037912091303638,0.0009672112585971624,0.6590909090909091
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,saliency,index_tiebreak_v1,0.05,297,277,0.85,85,0.041271919346933986,0.044489127671273124,0.04425191544117062,0.8615419215079451,0.2985055516786801,0.294522522968242,0.0,0.859375
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,saliency,index_tiebreak_v1,0.1,297,277,0.76,76,0.09090417052850588,0.09395482767438335,0.09798599377625535,0.7722412088975923,0.3139736540374317,0.3039086772486506,0.0,0.7692307692307693
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,saliency,index_tiebreak_v1,0.2,297,277,0.62,62,0.1957671634843555,0.1984659313921262,0.19898771188808592,0.6327239763446235,0.33956144932327564,0.3153914816497795,0.0,0.6296296296296297
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,saliency,include_all_exact_ties_v2,0.05,297,277,0.84,84,0.04622930802755643,0.04942988081941027,0.04835563827633301,0.8571198646824784,0.2987214587846339,0.29445798467739903,0.005127734577245681,0.8507462686567164
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,saliency,include_all_exact_ties_v2,0.1,297,277,0.75,75,0.09695648394003913,0.09998683130936785,0.10717163332314257,0.7614915516711698,0.31505887600764043,0.3041425651234833,0.0027082153069865793,0.7575757575757576
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,saliency,include_all_exact_ties_v2,0.2,297,277,0.62,62,0.19409969515022046,0.19680405858931377,0.19647352931975173,0.6360197678251349,0.3387372116625664,0.31490491854796065,0.003295791480511248,0.631578947368421
bxaic__X__gcn__seed123,bxaic,X,gcn,123,atom_occlusion,index_tiebreak_v1,0.05,2764,2822,0.07,7,0.04433059403211357,0.04467622492034782,0.047179614817814616,0.08806591529839285,0.6167122391701807,0.5695326243523681,0.0,0.08695652173913043
bxaic__X__gcn__seed123,bxaic,X,gcn,123,atom_occlusion,index_tiebreak_v1,0.1,2764,2822,0.05,5,0.09172323294971631,0.09205172364304394,0.09216811222480983,0.06814793693939035,0.7275108622380058,0.6353427500131997,0.0,0.06666666666666667
bxaic__X__gcn__seed123,bxaic,X,gcn,123,atom_occlusion,index_tiebreak_v1,0.2,2764,2822,0.03,3,0.19453604162359592,0.1948273486609837,0.1982543619857586,0.04325217991870358,0.9242765178360499,0.7260221558502902,0.0,0.041666666666666664
bxaic__X__gcn__seed123,bxaic,X,gcn,123,atom_occlusion,include_all_exact_ties_v2,0.05,2764,2822,0.06,6,0.04238566145223164,0.0427319957518872,0.04290917170080876,0.08250079500287848,0.6634830063825446,0.620573834681737,0.004784714448503218,0.07894736842105263
bxaic__X__gcn__seed123,bxaic,X,gcn,123,atom_occlusion,include_all_exact_ties_v2,0.1,2764,2822,0.04,4,0.09668082259435372,0.09700752030770127,0.09640269762523485,0.062226011090537596,0.8024175962827624,0.7060148986575295,0.005185758863094274,0.058823529411764705
bxaic__X__gcn__seed123,bxaic,X,gcn,123,atom_occlusion,include_all_exact_ties_v2,0.2,2764,2822,0.02,2,0.19831406634047735,0.19860400700364564,0.1967601498430698,0.041942330713875604,0.9872283250649655,0.7904681752218959,0.005547258875336533,0.03571428571428571
bxaic__X__gcn__seed123,bxaic,X,gcn,123,saliency,index_tiebreak_v1,0.05,2764,2822,0.21,21,0.041876134197045924,0.04222265277418985,0.03960449641704073,0.22823759054223014,0.24154450445228198,0.23655188161327353,0.0,0.22727272727272727
bxaic__X__gcn__seed123,bxaic,X,gcn,123,saliency,index_tiebreak_v1,0.1,2764,2822,0.16,16,0.08586618197689111,0.08619679095266802,0.08680351658735785,0.17639270490938816,0.2814198429456445,0.2720128097079942,0.0,0.175
bxaic__X__gcn__seed123,bxaic,X,gcn,123,saliency,index_tiebreak_v1,0.2,2764,2822,0.11,11,0.18524897778696622,0.18554364361778453,0.18257483716378098,0.12692927356467518,0.31771887570826307,0.2994408744749102,0.0,0.125
bxaic__X__gcn__seed123,bxaic,X,gcn,123,saliency,include_all_exact_ties_v2,0.05,2764,2822,0.19,19,0.04743685824546896,0.04778136571084127,0.04115833080220039,0.21301199761385753,0.2584995937387493,0.2552795658730797,0.00577863026912333,0.20833333333333334
bxaic__X__gcn__seed123,bxaic,X,gcn,123,saliency,include_all_exact_ties_v2,0.1,2764,2822,0.14,14,0.09672748259940735,0.09705416343752689,0.09294826364280648,0.16411720980395225,0.2990467620876027,0.292255083414279,0.0058452747138483625,0.16
bxaic__X__gcn__seed123,bxaic,X,gcn,123,saliency,include_all_exact_ties_v2,0.2,2764,2822,0.1,10,0.18235175039625112,0.18264746404891075,0.17732400188991268,0.12442082776565114,0.327781579849054,0.31836916574138724,0.007961560471479568,0.12
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,atom_occlusion,index_tiebreak_v1,0.05,2764,2822,0.07,7,0.04433059403211357,0.04467622492034782,0.047179614817814616,0.08806591529839285,0.6167122391701807,0.5695326243523681,0.0,0.08695652173913043
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,atom_occlusion,index_tiebreak_v1,0.1,2764,2822,0.05,5,0.09172323294971631,0.09205172364304394,0.09216811222480983,0.06814793693939035,0.7275108622380058,0.6353427500131997,0.0,0.06666666666666667
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,atom_occlusion,index_tiebreak_v1,0.2,2764,2822,0.03,3,0.19453604162359592,0.1948273486609837,0.1982543619857586,0.04325217991870358,0.9242765178360499,0.7260221558502902,0.0,0.041666666666666664
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,atom_occlusion,include_all_exact_ties_v2,0.05,2764,2822,0.06,6,0.040431253302092664,0.04077829444013887,0.040013555623052394,0.08288266758817876,0.6634003227066644,0.6233867670836128,0.005166587033803606,0.07894736842105263
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,atom_occlusion,include_all_exact_ties_v2,0.1,2764,2822,0.04,4,0.09379895711299473,0.09412669709233917,0.092906359330881,0.06259459427760265,0.8029236694677867,0.7100173101369074,0.005554342050159397,0.058823529411764705
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,atom_occlusion,include_all_exact_ties_v2,0.2,2764,2822,0.02,2,0.19353249259182692,0.1938241625764233,0.19300141743444382,0.042281272618878256,0.9872283250649656,0.7942269076305223,0.005886200780339146,0.03571428571428571
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,saliency,index_tiebreak_v1,0.05,2764,2822,0.22,22,0.04342797418050675,0.04377393151353368,0.043763147829412895,0.23806540519237163,0.2301848132637327,0.22561931861584983,0.0,0.23684210526315788
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,saliency,index_tiebreak_v1,0.1,2764,2822,0.17,17,0.09117996692164565,0.09150865409454922,0.09024163882420443,0.18752752031717043,0.26445048332300636,0.25583757485184033,0.0,0.18604651162790697
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,saliency,index_tiebreak_v1,0.2,2764,2822,0.12,12,0.18466565593917258,0.18496053273630123,0.18085872903378214,0.13628711956668868,0.30085337236702286,0.2848202303771119,0.0,0.13513513513513514
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,saliency,include_all_exact_ties_v2,0.05,2764,2822,0.21,21,0.042399300530631935,0.04274562989752863,0.038065567592498836,0.23410126377801185,0.23756106011169212,0.23492995676744208,0.005863673235782239,0.22916666666666666
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,saliency,include_all_exact_ties_v2,0.1,2764,2822,0.16,16,0.08986113982496037,0.09019030396968912,0.0902534507779015,0.1817885057593961,0.27376173436850904,0.2678147224859896,0.0053958008500082436,0.17777777777777778
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,saliency,include_all_exact_ties_v2,0.2,2764,2822,0.11,11,0.18076459237819584,0.1810608800482219,0.1737327461104925,0.13396123248591002,0.3117451301854217,0.3021682307874723,0.007031958921234571,0.12903225806451613
bxaic__X__gcn__seed42,bxaic,X,gcn,42,atom_occlusion,index_tiebreak_v1,0.05,2764,2822,0.07,7,0.04433059403211357,0.04467622492034782,0.047179614817814616,0.08806591529839285,0.6167122391701807,0.5695326243523681,0.0,0.08695652173913043
bxaic__X__gcn__seed42,bxaic,X,gcn,42,atom_occlusion,index_tiebreak_v1,0.1,2764,2822,0.05,5,0.09172323294971631,0.09205172364304394,0.09216811222480983,0.06814793693939035,0.7275108622380058,0.6353427500131997,0.0,0.06666666666666667
bxaic__X__gcn__seed42,bxaic,X,gcn,42,atom_occlusion,index_tiebreak_v1,0.2,2764,2822,0.03,3,0.19453604162359592,0.1948273486609837,0.1982543619857586,0.04325217991870358,0.9242765178360499,0.7260221558502902,0.0,0.041666666666666664
bxaic__X__gcn__seed42,bxaic,X,gcn,42,atom_occlusion,include_all_exact_ties_v2,0.05,2764,2822,0.06,6,0.042533968483679054,0.04288024914607187,0.04081254991956616,0.08301349390490834,0.6622475834072206,0.6214350334876556,0.005297413350533086,0.08
bxaic__X__gcn__seed42,bxaic,X,gcn,42,atom_occlusion,include_all_exact_ties_v2,0.1,2764,2822,0.04,4,0.09423669974502104,0.09456428140876616,0.09610191466144691,0.06222303830965506,0.802024426966843,0.7059225123053984,0.0051827860822117626,0.058823529411764705
bxaic__X__gcn__seed42,bxaic,X,gcn,42,atom_occlusion,include_all_exact_ties_v2,0.2,2764,2822,0.03,3,0.15405554407001587,0.154361491432016,0.15666278559616628,0.04798137984290245,0.9231543822348214,0.7664915966386546,0.0047291999241990445,0.043478260869565216
bxaic__X__gcn__seed42,bxaic,X,gcn,42,saliency,index_tiebreak_v1,0.05,2764,2822,0.25,25,0.04855928261319,0.048903384138465525,0.046990342321667614,0.2631365358313075,0.20678180414392774,0.20321721046437582,0.0,0.2608695652173913
bxaic__X__gcn__seed42,bxaic,X,gcn,42,saliency,index_tiebreak_v1,0.1,2764,2822,0.19,19,0.09572694852181104,0.09605399121673987,0.0941134285039317,0.2072333673447334,0.2370280794512644,0.23034428761509798,0.0,0.20588235294117646
bxaic__X__gcn__seed42,bxaic,X,gcn,42,saliency,index_tiebreak_v1,0.2,2764,2822,0.13,13,0.1793623515493993,0.17965914635896538,0.17874185818905863,0.1477955649448495,0.2757844404845932,0.26361822847784194,0.0,0.14705882352941177
bxaic__X__gcn__seed42,bxaic,X,gcn,42,saliency,include_all_exact_ties_v2,0.05,2764,2822,0.24,24,0.04442104265729447,0.044766640833548615,0.04143028697422743,0.26151092317969216,0.21050989846543083,0.20840907449911725,0.005024115132920317,0.25806451612903225
bxaic__X__gcn__seed42,bxaic,X,gcn,42,saliency,include_all_exact_ties_v2,0.1,2764,2822,0.18,18,0.08959108607263455,0.08992034788598981,0.09125746684215856,0.2031527881461076,0.2435439456635163,0.23897662641689135,0.005213757716344857,0.2
bxaic__X__gcn__seed42,bxaic,X,gcn,42,saliency,include_all_exact_ties_v2,0.2,2764,2822,0.11,11,0.19447789607883675,0.1947692241453543,0.19412186561371542,0.13430791328558994,0.29353636114121195,0.2861659744210726,0.0073786397209146416,0.12903225806451613
bxaic__X__gin__seed123,bxaic,X,gin,123,atom_occlusion,index_tiebreak_v1,0.05,2764,2822,0.07,7,0.04433059403211357,0.04467622492034782,0.04720914470205747,0.08806591529839285,0.6165350598647236,0.5695008229385681,0.0,0.08695652173913043
bxaic__X__gin__seed123,bxaic,X,gin,123,atom_occlusion,index_tiebreak_v1,0.1,2764,2822,0.05,5,0.09172323294971631,0.09205172364304394,0.09219764210905271,0.06814793693939035,0.7271565036270915,0.6353132201289569,0.0,0.06666666666666667
bxaic__X__gin__seed123,bxaic,X,gin,123,atom_occlusion,index_tiebreak_v1,0.2,2764,2822,0.03,3,0.19453604162359592,0.1948273486609837,0.19828389187000145,0.04325217991870358,0.9239221592251357,0.7259926259660474,0.0,0.041666666666666664
bxaic__X__gin__seed123,bxaic,X,gin,123,atom_occlusion,include_all_exact_ties_v2,0.05,2764,2822,0.06,6,0.044056376771644506,0.044402106834294845,0.04706571383573501,0.0818893471345262,0.6632408613317528,0.6162887239738765,0.004173266580150982,0.07894736842105263
bxaic__X__gin__seed123,bxaic,X,gin,123,atom_occlusion,include_all_exact_ties_v2,0.1,2764,2822,0.04,4,0.09846467047986585,0.0987907230402711,0.102210804000315,0.06171291059808618,0.8017586580086575,0.6999022126192591,0.004672658370642846,0.058823529411764705
bxaic__X__gin__seed123,bxaic,X,gin,123,atom_occlusion,include_all_exact_ties_v2,0.2,2764,2822,0.03,3,0.16023849723198494,0.16054220844455938,0.1590450035435862,0.047899338408471076,0.922563784549964,0.7638731396172916,0.004647158489767646,0.043478260869565216
bxaic__X__gin__seed123,bxaic,X,gin,123,saliency,index_tiebreak_v1,0.05,2764,2822,0.3,30,0.04703974571015092,0.04738439679669335,0.039754536352693694,0.3162317963074243,0.17622980977937822,0.17377819381986978,0.0,0.3148148148148148
bxaic__X__gin__seed123,bxaic,X,gin,123,saliency,index_tiebreak_v1,0.1,2764,2822,0.24,24,0.0963264936944387,0.09665331955567033,0.08863394755492565,0.2564868080467718,0.19608910479005723,0.191622498870581,0.0,0.2558139534883721
bxaic__X__gin__seed123,bxaic,X,gin,123,saliency,index_tiebreak_v1,0.2,2764,2822,0.18,18,0.18053172306066664,0.18082809495106067,0.18049087104721415,0.1979390304297622,0.2115321157158714,0.20469871950854338,0.0,0.2
bxaic__X__gin__seed123,bxaic,X,gin,123,saliency,include_all_exact_ties_v2,0.05,2764,2822,0.29,29,0.047871155215583584,0.04821550561152731,0.03967888360163343,0.3098677709532828,0.17998278608094864,0.17799618520041552,0.0031141354885091434,0.3076923076923077
bxaic__X__gin__seed123,bxaic,X,gin,123,saliency,include_all_exact_ties_v2,0.1,2764,2822,0.23,23,0.09706400891277882,0.09739056804156261,0.08485834092673217,0.25133197709260846,0.20200439425019556,0.19876265852706376,0.004262138775079499,0.25
bxaic__X__gin__seed123,bxaic,X,gin,123,saliency,include_all_exact_ties_v2,0.2,2764,2822,0.17,17,0.18570997863689612,0.18600447774046333,0.18559068205595494,0.19256133625514368,0.2181245381971443,0.21358988368437642,0.005033815937972986,0.1875
bxaic__X__gin__seed2026,bxaic,X,gin,2026,atom_occlusion,index_tiebreak_v1,0.05,2764,2822,0.07,7,0.044771638756805184,0.045117110135193254,0.04741585389175745,0.08806591529839285,0.6161807012538093,0.5692373255099394,0.0,0.08695652173913043
bxaic__X__gin__seed2026,bxaic,X,gin,2026,atom_occlusion,index_tiebreak_v1,0.1,2764,2822,0.05,5,0.0920919187742632,0.0924202761273288,0.09237482141450983,0.06814793693939035,0.7268021450161772,0.6351360408234997,0.0,0.06666666666666667
bxaic__X__gin__seed2026,bxaic,X,gin,2026,atom_occlusion,index_tiebreak_v1,0.2,2764,2822,0.03,3,0.19519416304872164,0.19548523206751084,0.19881542978637282,0.04325217991870358,0.9233906213087644,0.7256382673551333,0.0,0.041666666666666664
bxaic__X__gin__seed2026,bxaic,X,gin,2026,atom_occlusion,include_all_exact_ties_v2,0.05,2764,2822,0.06,6,0.04668484253325065,0.04702962197537234,0.046429555758046116,0.08211721718119197,0.6620621689712746,0.6163413304350582,0.004401136626816759,0.07894736842105263
bxaic__X__gin__seed2026,bxaic,X,gin,2026,atom_occlusion,include_all_exact_ties_v2,0.1,2764,2822,0.05,5,0.06766246295913446,0.06799965555842596,0.0656042939264059,0.07262579665286996,0.7213340541653783,0.6564384774608034,0.00447785971347962,0.06896551724137931
bxaic__X__gin__seed2026,bxaic,X,gin,2026,atom_occlusion,include_all_exact_ties_v2,0.2,2764,2822,0.03,3,0.1610219546091471,0.16132538247366457,0.16356377892522486,0.04726385400633392,0.9224456650129927,0.7599449619205109,0.004011674087630423,0.0425531914893617
bxaic__X__gin__seed2026,bxaic,X,gin,2026,saliency,index_tiebreak_v1,0.05,2764,2822,0.3,30,0.04560778604736637,0.04595295502167113,0.03767099209161577,0.3162317963074243,0.1773456489575013,0.17503118173626148,0.0,0.3148148148148148
bxaic__X__gin__seed2026,bxaic,X,gin,2026,saliency,index_tiebreak_v1,0.1,2764,2822,0.24,24,0.09492166861920842,0.09524900255460839,0.08848123586784115,0.2564868080467718,0.19770247684992104,0.1930586188573744,0.0,0.2558139534883721
bxaic__X__gin__seed2026,bxaic,X,gin,2026,saliency,index_tiebreak_v1,0.2,2764,2822,0.17,17,0.19498196770266238,0.1952731134647952,0.20530609834295158,0.18752752031717043,0.21783742042716447,0.20919450908226853,0.0,0.18604651162790697
bxaic__X__gin__seed2026,bxaic,X,gin,2026,saliency,include_all_exact_ties_v2,0.05,2764,2822,0.29,29,0.04746026003261893,0.04780475903441545,0.04058123249299721,0.3095125006181208,0.18049598694299945,0.17831528724567597,0.0027588651533469143,0.3076923076923077
bxaic__X__gin__seed2026,bxaic,X,gin,2026,saliency,include_all_exact_ties_v2,0.1,2764,2822,0.24,24,0.08986630831782787,0.09019547059330062,0.0823972360028349,0.25953296517307417,0.19813338631655658,0.19446951042553703,0.0030461571263022875,0.2571428571428571
bxaic__X__gin__seed2026,bxaic,X,gin,2026,saliency,include_all_exact_ties_v2,0.2,2764,2822,0.17,17,0.18270320791123978,0.18299879445449066,0.19093179440450872,0.19253062563364817,0.22080342577581574,0.21492938112607984,0.005003105316477304,0.1875
bxaic__X__gin__seed42,bxaic,X,gin,42,atom_occlusion,index_tiebreak_v1,0.05,2764,2822,0.07,7,0.04433059403211357,0.04467622492034782,0.047179614817814616,0.08806591529839285,0.6167122391701807,0.5695326243523681,0.0,0.08695652173913043
bxaic__X__gin__seed42,bxaic,X,gin,42,atom_occlusion,index_tiebreak_v1,0.1,2764,2822,0.05,5,0.09172323294971631,0.09205172364304394,0.09216811222480983,0.06814793693939035,0.7275108622380058,0.6353427500131997,0.0,0.06666666666666667
bxaic__X__gin__seed42,bxaic,X,gin,42,atom_occlusion,index_tiebreak_v1,0.2,2764,2822,0.03,3,0.19453604162359592,0.1948273486609837,0.1982543619857586,0.04325217991870358,0.9242765178360499,0.7260221558502902,0.0,0.041666666666666664
bxaic__X__gin__seed42,bxaic,X,gin,42,atom_occlusion,include_all_exact_ties_v2,0.05,2764,2822,0.06,6,0.04383111662417017,0.04417692815522828,0.04469446413103387,0.08146045154785846,0.6662410975708275,0.6215466334397948,0.0037443709934832175,0.07894736842105263
bxaic__X__gin__seed42,bxaic,X,gin,42,atom_occlusion,include_all_exact_ties_v2,0.1,2764,2822,0.05,5,0.06733268440033997,0.06766999626854965,0.06388692022993937,0.07208980098514525,0.7254555822947031,0.6615686620647663,0.003941864045754943,0.06896551724137931
bxaic__X__gin__seed42,bxaic,X,gin,42,atom_occlusion,include_all_exact_ties_v2,0.2,2764,2822,0.03,3,0.16441995153102246,0.164722150463561,0.16018316965340365,0.04736582333628825,0.9239635010630758,0.7637803314096716,0.004113643417584786,0.0425531914893617
bxaic__X__gin__seed42,bxaic,X,gin,42,saliency,index_tiebreak_v1,0.05,2764,2822,0.31,31,0.047320423586704345,0.04766497316226066,0.04483691066788161,0.32717275553007846,0.16853023644988105,0.16654541230227052,0.0,0.32432432432432434
