method,score_origin,q,risk,mean_atom_fraction,precision,iou,scope
atom_occlusion,P20_frozen_cache,48,0.16941286119097354,0.49969655493487414,0.410470415416536,0.35647384162700885,all
atom_occlusion,P20_frozen_cache,49,0.1649803120689601,0.5087908781930854,0.4073230796662514,0.3550824105287455,all
atom_occlusion,P20_frozen_cache,50,0.16461403494489069,0.5094956939082281,0.40716432154090004,0.35504055883243296,all
atom_occlusion,P20_frozen_cache,51,0.15390259896041128,0.5299123034371523,0.40003637963067346,0.352693751158746,all
atom_occlusion,P20_frozen_cache,52,0.15138076475480394,0.53567224485109,0.39877438864205744,0.3522715040755457,all
atom_occlusion,P20_frozen_cache,53,0.14374500942408136,0.5511786853497651,0.39237816668935516,0.3492846676471133,all
atom_occlusion,P20_frozen_cache,54,0.14096427111864332,0.557139401899669,0.3909965737507275,0.3489418986497707,all
atom_occlusion,P20_frozen_cache,55,0.13550671594706673,0.5686496918254478,0.38719239800526445,0.34716542353283875,all
atom_occlusion,P20_frozen_cache,56,0.1302245494275001,0.5805163440868022,0.3830903199594907,0.3452526590293843,all
atom_occlusion,P20_frozen_cache,57,0.12678650296452187,0.5886568807532906,0.38044419823209047,0.3438736955266221,all
atom_occlusion,P20_frozen_cache,58,0.12245529948189593,0.5987363943186399,0.3773351362873958,0.3425316025681511,all
atom_occlusion,P20_frozen_cache,59,0.11858890184301524,0.60831384896862,0.3742899895449965,0.3408957986263808,all
atom_occlusion,P20_frozen_cache,60,0.11601037490823017,0.6155517662826564,0.3721009838565131,0.3396502948601955,all
atom_occlusion,P20_frozen_cache,61,0.10989604451461926,0.6304335625589226,0.3671113393280359,0.3366935922252974,all
atom_occlusion,P20_frozen_cache,62,0.10625787938711317,0.6391933574294728,0.3646375792191243,0.3356649251482268,all
atom_occlusion,P20_frozen_cache,63,0.10248703687771267,0.6490924940538245,0.3619322782030851,0.3341633176686939,all
atom_occlusion,P20_frozen_cache,64,0.0992709921868972,0.6582858740332683,0.3592008061127258,0.3326668134535369,all
atom_occlusion,P20_frozen_cache,65,0.09538520831319244,0.6678869587517661,0.3565927533952001,0.3312954807532806,all
atom_occlusion,P20_frozen_cache,66,0.09133022352136987,0.6790963654904839,0.35345187102068976,0.3294854171743198,all
atom_occlusion,P20_frozen_cache,67,0.0862323259058258,0.6919998829666608,0.3497913763678228,0.3274683188939196,all
